player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Steve Blake,POR,28.7,Point,2182,19,33,74,33,26,0,33,77,2,13,11,24,74,41,63,65,90,93,76,99,41,50,63,43,57,57,84,42,55,62,34,31,46,56,80,8,26,93,17,54,26,55,54,57,21,87,70,73,74,83,55,64,38,76,47,91,93,21,55,66,46,82,93,82,84,88,44,35,36,4,79,79,85,91,44,69,44,33,39,64,22,70,35,40,26,89,33,15,72,56,86,75,89,4,22,43,33,100,74,94,41,89,2,22,15,20
Andray Blatche,WAS,22.2,Big,1679,63,77,45,35,45,63,32,49,26,32,51,87,28,90,78,54,76,42,58,44,40,21,89,80,61,82,69,68,76,95,91,88,70,90,29,60,50,32,74,61,43,40,48,43,76,55,67,94,76,90,99,82,99,59,63,50,41,36,16,32,15,70,81,57,55,58,83,22,34,34,77,65,74,50,39,41,55,34,69,71,22,86,43,24,47,31,57,29,49,34,0,0,19,47,52,67,62,73,80,77,36,19,95,77,91,99
Mark Blount,MIA,32.9,Big,176,54,0,71,12,29,0,30,0,12,9,29,79,21,4,2,74,57,67,87,69,3,72,36,70,31,7,80,81,3,3,7,1,79,86,33,24,20,62,81,82,85,90,58,81,5,3,2,53,54,51,51,84,23,40,88,45,84,1,6,60,1,100,19,35,76,62,93,88,95,1,10,55,25,91,99,98,27,15,40,29,24,61,36,21,31,30,100,29,35,30,0,67,78,0,38,79,73,96,94,95,7,75,34,84,77,68
Keith Bogans,MIL,28.5,Wing,448,15,76,28,71,99,0,92,100,50,37,0,41,38,40,43,33,40,32,15,56,80,24,56,79,18,48,53,87,67,16,57,48,66,86,21,94,83,71,24,26,68,41,35,31,18,69,52,6,22,8,9,57,5,11,17,15,17,74,53,80,59,88,43,7,36,9,29,50,37,20,91,25,64,94,35,68,45,34,56,32,43,64,57,36,53,29,11,9,46,8,38,19,28,49,25,2,4,86,92,93,19,26,17,67,27,3
Keith Bogans,ORL,28.5,Wing,758,6,42,53,19,77,86,30,0,22,21,0,5,36,12,33,81,54,88,84,58,60,93,10,2,68,90,16,11,58,94,58,74,26,1,22,69,48,12,47,25,70,93,62,85,32,2,4,26,85,14,13,6,12,46,95,37,98,78,44,32,58,17,61,19,3,4,93,95,99,16,11,6,3,99,99,99,13,25,12,81,35,92,2,47,1,49,48,1,1,1,31,20,30,35,6,0,0,98,89,98,28,31,8,36,100,37
Andrew Bogut,MIL,23.9,Big,1121,47,38,66,79,93,58,79,12,43,92,78,54,79,87,84,11,91,29,43,5,81,31,99,95,62,83,100,99,87,80,63,67,49,92,34,81,71,79,77,86,41,61,11,18,96,81,93,72,55,65,41,91,34,78,54,77,20,77,42,59,64,50,70,86,55,74,4,18,5,83,62,48,54,27,20,17,38,32,55,57,37,82,41,21,39,89,73,86,20,87,0,0,0,74,84,12,34,0,0,0,91,0,80,40,92,0
Matt Bonner,SAS,28.6,Big,1912,16,63,57,13,31,28,78,0,0,9,98,24,92,49,72,99,93,93,97,94,11,11,75,69,46,28,92,84,42,51,30,16,73,69,65,47,57,95,11,37,67,22,7,3,59,99,96,33,72,17,50,10,38,26,73,19,93,9,43,56,43,83,95,71,91,88,35,97,87,25,52,52,50,35,83,74,88,69,97,70,83,81,92,67,96,95,18,98,97,99,69,85,88,1,26,46,30,98,98,98,78,88,5,89,37,68
Josh Boone,BKN,23.9,Big,967,73,50,54,83,34,32,62,2,55,39,57,19,35,37,56,74,61,64,56,43,93,19,49,48,54,13,63,60,17,65,14,21,21,41,69,45,57,38,42,37,92,52,28,30,45,8,12,56,69,50,74,93,61,38,70,39,45,90,9,39,54,25,17,85,42,59,68,74,77,48,2,73,23,66,81,79,46,4,74,26,5,34,68,3,85,68,42,29,23,21,0,0,0,92,20,27,11,0,0,0,70,0,24,16,7,0
Carlos Boozer,UTA,26.9,Big,1187,2,82,71,65,94,73,94,54,24,53,26,91,39,85,69,67,16,34,37,86,13,23,11,6,20,89,57,8,83,84,56,83,13,11,34,55,43,42,10,10,42,30,64,53,54,54,57,28,65,26,81,83,74,12,78,11,41,14,27,23,18,49,41,29,34,28,99,31,75,71,66,64,67,34,16,16,66,48,75,49,90,34,75,27,90,42,40,46,69,58,0,0,0,53,56,63,61,0,0,0,43,0,60,42,57,0
Chris Bosh,TOR,24.6,Big,2920,37,52,98,38,80,35,20,88,83,93,40,98,68,89,62,88,79,90,85,67,50,84,42,32,75,18,77,53,27,28,14,10,50,31,10,63,32,71,28,42,60,12,46,25,59,73,71,57,63,44,86,56,93,28,67,16,85,39,55,86,49,98,97,24,70,49,95,34,72,59,35,40,29,66,60,66,54,54,43,35,17,13,62,59,65,41,41,53,91,82,0,19,16,24,55,84,82,66,82,80,46,16,92,78,81,97
Bruce Bowen,SAS,37.4,Wing,1447,47,33,29,7,39,61,46,0,18,23,96,0,60,3,53,34,20,7,11,11,43,79,76,72,88,57,42,88,43,42,36,44,32,46,85,84,91,22,76,61,48,82,86,91,9,10,7,33,60,47,34,88,40,37,64,52,13,38,24,16,21,16,9,7,36,13,57,23,34,64,64,63,64,35,25,24,18,22,14,56,65,41,11,9,10,90,67,22,21,18,70,0,93,21,31,34,29,100,5,87,18,93,2,6,4,3
Ryan Bowen,NOP,33.0,Forward,191,84,100,0,66,2,0,0,0,21,2,95,0,73,41,91,20,11,19,20,22,26,60,22,25,92,2,1,18,2,82,6,8,22,13,7,93,68,78,12,28,74,37,51,45,15,39,24,65,71,56,23,91,64,93,75,57,74,43,28,17,50,3,86,79,2,14,3,54,17,28,19,71,46,2,96,76,1,7,0,0,26,1,2,11,0,86,98,34,5,4,0,0,0,95,30,64,48,0,0,0,93,0,2,4,0,0
Elton Brand,PHI,29.6,Big,918,71,28,89,48,70,55,85,39,47,58,52,88,21,56,32,43,49,10,25,2,53,10,95,91,11,99,74,93,98,16,53,73,27,93,79,57,74,71,51,61,58,3,41,12,71,91,90,63,13,79,57,77,77,58,14,72,12,41,66,72,48,85,36,46,69,57,21,33,23,20,95,72,92,23,25,21,17,75,17,5,83,9,40,38,42,19,14,57,79,65,0,0,0,16,91,71,92,0,0,0,19,0,70,46,63,0
Corey Brewer,MIN,22.7,Wing,305,48,91,9,99,58,0,62,0,55,35,92,38,12,64,78,51,93,65,61,37,66,59,96,94,42,72,70,89,74,88,89,91,65,68,24,75,57,89,96,97,67,28,10,8,58,93,89,50,91,55,44,3,58,53,75,58,79,50,60,95,67,97,39,67,45,57,94,94,98,71,73,94,95,2,2,1,1,68,1,46,62,62,1,76,1,12,25,31,18,22,0,0,0,88,41,89,78,32,8,8,14,0,39,55,9,3
Ronnie Brewer,UTA,23.6,Wing,2575,52,95,94,83,35,78,39,8,97,29,77,48,83,52,48,61,37,82,87,79,31,3,7,4,37,65,50,8,74,8,57,58,53,5,15,17,7,50,25,27,25,0,88,28,43,98,93,7,11,18,31,37,35,6,8,13,70,43,39,51,37,75,83,38,70,58,85,74,84,73,63,25,34,7,74,46,88,44,92,77,67,48,89,32,93,80,81,30,62,54,0,11,7,98,8,68,38,3,12,6,95,7,27,15,8,3
Aaron Brooks,HOU,23.8,Combo,1958,37,12,56,49,12,65,30,84,28,70,77,77,60,56,28,65,61,85,83,62,61,53,22,26,29,59,38,8,56,90,84,80,78,88,26,5,6,89,9,22,72,21,77,59,27,18,17,59,86,53,76,93,57,46,46,44,85,59,21,58,60,52,80,63,70,70,84,47,61,30,41,41,34,64,83,80,26,16,31,28,2,75,37,48,32,60,23,51,67,53,83,62,81,53,84,0,16,30,81,65,30,67,74,84,77,86
Bobby Brown,MIN,24.1,Combo,201,47,35,37,63,2,0,0,0,14,0,98,63,7,42,26,67,19,26,21,4,95,12,24,56,41,46,12,49,8,14,27,13,64,73,93,73,93,3,63,22,2,96,91,99,20,56,43,18,16,19,15,54,30,39,29,32,11,84,91,50,85,8,2,80,72,83,45,51,40,18,40,65,55,42,86,77,84,80,66,77,51,81,85,93,62,14,16,70,16,23,0,41,42,23,49,88,86,40,63,51,2,36,100,95,93,67
Bobby Brown,SAC,24.1,Point,561,17,6,9,22,2,0,98,0,7,44,19,65,20,19,11,35,54,25,34,49,83,4,82,65,89,9,5,72,12,32,12,5,67,94,96,54,83,96,0,2,22,100,1,32,64,95,92,89,56,68,8,0,32,99,82,94,20,92,70,30,81,2,3,97,91,97,20,29,20,85,31,22,16,77,45,61,52,63,41,78,61,85,30,74,17,30,6,24,76,61,100,34,64,31,20,61,44,70,72,74,19,62,48,65,41,78
Dee Brown,WAS,24.2,Point,222,0,57,28,87,67,0,85,0,15,0,96,0,24,9,70,2,28,47,90,76,15,0,21,22,86,3,39,37,10,3,5,1,69,91,13,5,2,10,37,15,17,66,30,39,61,95,92,27,2,39,17,14,65,37,7,34,70,24,84,3,12,4,35,5,13,5,99,99,100,89,23,14,11,60,67,68,69,99,40,48,100,8,78,98,81,48,76,0,0,0,0,0,26,89,2,0,0,85,85,91,70,23,17,17,0,44
Devin Brown,NOP,29.8,Combo,820,51,67,33,93,86,0,95,23,88,19,42,60,12,5,0,44,51,15,10,23,65,88,89,78,90,69,35,89,68,25,75,57,83,89,87,38,73,54,44,46,43,10,90,64,31,48,42,24,15,42,12,19,14,44,36,66,8,75,76,68,44,89,7,37,10,15,57,15,19,90,40,29,26,7,62,36,52,79,51,73,76,41,40,56,58,12,26,42,7,9,8,12,14,77,79,2,21,35,47,42,16,14,28,14,56,21
Kwame Brown,DET,26.6,Big,987,36,66,30,60,82,90,96,7,96,72,37,18,52,34,53,13,59,40,47,42,54,39,70,46,59,77,93,73,75,73,49,78,15,7,59,87,87,26,42,28,66,10,19,8,31,97,90,50,33,64,61,81,73,44,19,53,55,44,19,27,37,23,87,51,18,26,75,59,75,39,86,72,84,29,20,18,35,39,19,22,36,24,55,35,24,65,46,51,11,32,0,0,0,88,61,15,15,0,0,0,68,0,23,11,34,0
Shannon Brown,CHA,22.9,Wing,301,81,94,21,65,5,0,0,0,56,91,39,75,32,76,62,8,10,39,63,3,95,32,4,21,54,5,4,33,7,55,20,20,47,82,23,93,82,8,2,1,3,93,86,97,35,55,50,4,76,1,16,30,28,6,75,3,30,98,61,21,60,2,25,69,69,72,99,9,83,53,66,39,48,70,43,52,77,58,86,11,9,15,97,84,99,32,34,88,24,46,0,2,16,95,38,25,24,34,27,23,65,16,63,39,64,73
Shannon Brown,LAL,22.9,Point,101,93,54,83,72,93,0,0,0,80,24,69,4,100,0,0,83,98,99,98,91,29,89,58,93,15,91,1,47,64,99,99,97,95,62,82,50,69,99,63,97,16,4,90,56,96,66,85,16,97,5,99,100,97,1,57,2,100,10,52,1,0,98,84,98,30,90,85,96,96,94,5,55,18,73,22,39,99,93,88,98,49,100,95,100,48,100,87,9,20,9,0,0,0,87,74,15,22,31,41,37,56,0,0,0,2,4
Kobe Bryant,LAL,30.2,Wing,2950,58,79,76,68,78,0,11,81,77,100,72,99,71,96,68,79,96,99,93,90,75,97,39,45,2,90,94,29,86,95,76,82,45,37,26,39,27,75,28,50,94,8,52,25,46,9,13,52,94,52,63,77,88,36,96,32,98,81,39,90,85,81,78,68,95,91,87,84,93,12,90,62,82,36,59,54,40,16,53,29,32,72,58,26,51,52,85,82,79,84,42,44,32,34,94,85,96,5,38,16,77,33,96,88,84,96
Greg Buckner,MEM,32.1,Wing,851,49,68,5,74,85,99,35,0,8,44,39,6,5,42,82,3,70,56,46,57,72,91,69,78,57,90,21,67,67,80,98,90,96,58,42,44,37,88,67,84,96,92,17,47,16,3,3,21,88,13,54,88,36,25,80,18,54,76,23,20,23,22,62,44,23,30,63,16,28,93,47,9,12,83,35,58,62,28,73,73,44,74,47,19,60,9,10,79,32,46,26,1,4,87,67,26,31,63,29,38,26,4,44,38,30,3
Caron Butler,WAS,28.6,Wing,2578,39,86,79,94,86,67,61,84,90,88,66,92,69,87,72,19,71,93,88,64,51,88,16,21,60,11,51,59,7,65,17,16,35,48,62,67,72,30,5,4,56,56,40,45,28,58,49,5,81,6,44,23,48,2,74,4,84,40,51,82,43,92,48,62,87,82,51,94,94,47,7,53,21,77,78,81,72,56,76,55,70,52,77,53,86,40,70,83,55,64,12,35,24,73,66,88,87,8,24,13,68,21,91,54,81,99
Rasual Butler,NOP,29.4,Wing,2606,89,15,68,34,46,49,22,36,21,5,73,25,54,5,5,96,20,33,67,49,30,7,17,41,14,22,69,37,23,68,21,24,24,52,50,20,25,16,70,47,39,19,45,30,96,62,85,35,83,31,75,73,65,21,78,23,46,29,46,58,58,56,41,68,96,93,74,29,46,49,28,90,77,9,41,23,45,36,48,33,39,41,58,52,60,72,89,54,60,59,81,45,72,13,45,61,50,79,63,72,52,70,18,10,22,62
Andrew Bynum,LAL,21.0,Big,1430,82,10,73,69,59,77,40,50,87,41,87,74,90,62,49,62,43,26,66,9,29,20,70,57,17,76,87,69,85,57,96,96,76,53,55,53,55,49,36,37,68,16,22,12,95,59,82,11,9,20,7,28,17,32,37,38,46,51,18,78,77,67,23,44,85,68,77,90,93,48,91,44,75,71,11,25,10,40,17,9,59,22,21,42,29,80,80,67,43,66,0,0,0,65,90,14,43,0,0,0,80,0,62,16,82,0
Will Bynum,DET,25.8,Point,747,33,63,19,78,44,0,54,48,89,74,35,96,52,83,28,43,76,89,75,35,98,57,38,37,84,17,48,34,19,52,61,41,81,29,35,89,82,43,38,34,22,65,81,83,50,30,36,51,42,49,6,21,10,92,29,87,63,99,65,92,90,81,49,51,75,70,90,6,64,81,78,9,21,94,21,55,60,47,62,45,89,30,70,29,75,46,54,89,50,76,0,0,0,93,85,72,80,0,9,6,74,0,87,78,37,4
Jose Calderon,TOR,27.1,Point,2327,35,30,89,4,39,0,70,100,19,61,78,59,96,94,98,57,55,80,62,93,21,49,21,13,60,16,89,21,39,13,34,19,72,32,6,33,8,16,63,39,28,63,50,59,71,57,66,25,31,30,31,86,10,24,24,38,71,20,50,17,19,26,91,20,15,12,17,97,90,37,14,67,36,83,63,76,93,50,97,91,46,95,80,65,88,93,98,13,87,81,69,77,74,24,0,94,61,41,65,59,100,74,57,85,56,31
Marcus Camby,LAC,34.6,Big,1923,88,68,95,48,99,23,90,60,51,33,41,41,62,84,91,56,91,48,35,52,48,76,97,97,52,93,69,93,94,95,100,99,99,97,96,69,93,25,23,18,97,43,1,1,78,63,72,54,82,61,82,71,82,34,83,46,38,58,61,75,67,73,80,34,55,44,30,13,11,94,72,65,71,13,3,3,59,53,54,58,66,49,54,15,51,59,81,23,39,29,0,0,0,57,21,73,53,0,70,63,60,0,43,54,24,68
Brian Cardinal,MIN,31.5,Forward,834,46,84,9,52,45,68,29,0,7,50,32,7,30,80,98,5,80,77,92,16,47,86,73,68,75,63,15,75,55,94,13,23,12,80,69,25,40,64,62,65,82,97,16,62,10,10,7,70,92,34,27,98,12,84,87,56,79,69,15,28,36,32,90,81,38,63,86,34,64,20,4,13,3,99,97,98,91,30,95,66,36,58,93,23,95,43,46,18,95,70,17,40,30,5,25,29,20,77,95,95,46,30,5,82,7,11
Rodney Carney,MIN,24.6,Wing,1099,91,59,44,54,31,0,29,33,36,12,21,37,55,2,1,71,41,24,33,45,17,70,72,74,84,56,21,69,33,66,17,26,18,58,65,84,86,13,78,62,54,79,62,76,40,12,16,95,50,94,94,39,94,77,81,75,31,27,91,21,23,31,70,53,3,11,50,11,22,47,3,20,5,99,86,96,75,93,57,66,74,32,74,86,71,71,94,5,12,5,63,5,40,46,12,13,7,94,62,88,79,39,13,21,13,32
Matt Carroll,CHA,28.2,Wing,450,55,75,13,4,80,0,55,0,12,21,97,27,29,38,52,5,10,5,8,20,45,14,63,38,22,93,55,29,94,3,94,88,86,46,4,79,29,10,83,50,33,76,32,47,66,70,72,27,1,55,2,9,9,78,16,86,11,31,57,41,56,24,16,27,75,52,28,3,3,46,86,67,80,14,28,19,5,66,3,27,12,44,3,89,2,22,3,54,98,98,63,0,8,17,29,97,90,69,28,41,54,10,14,55,5,3
Anthony Carter,DEN,33.4,Point,1722,76,87,50,76,69,63,74,11,33,7,83,9,37,72,94,0,53,31,54,2,96,39,72,84,42,55,23,70,63,21,41,59,29,76,74,69,80,58,89,88,21,92,82,95,33,14,16,77,26,83,28,11,77,85,55,78,25,94,72,49,68,31,82,30,69,51,45,7,7,54,38,6,8,94,88,92,51,71,37,78,40,71,40,72,33,43,78,91,63,78,0,18,4,52,26,83,65,44,35,33,81,6,4,6,6,13
Vince Carter,BKN,31.8,Wing,2931,70,47,52,50,88,67,28,57,73,96,54,96,58,95,83,79,70,94,93,98,8,62,12,28,3,47,68,10,75,47,60,72,38,49,33,50,40,20,32,22,54,57,42,46,86,24,50,36,79,38,60,54,47,27,38,34,97,4,62,31,17,61,59,38,99,97,66,57,67,25,34,51,37,91,70,82,61,70,35,30,90,12,76,72,69,46,43,75,57,63,94,52,62,46,58,76,71,18,55,34,41,64,92,100,83,88
Mario Chalmers,MIA,22.5,Point,2621,37,94,30,41,41,72,67,25,67,69,52,26,70,26,56,26,62,37,65,8,68,45,79,19,90,87,73,46,95,78,95,95,68,59,17,7,4,61,35,43,39,47,66,62,60,44,52,19,42,16,15,66,21,34,34,24,25,41,97,84,76,82,58,88,53,76,41,37,33,93,60,42,47,3,33,11,90,97,79,92,86,71,81,96,80,70,24,87,81,87,41,61,66,44,44,9,7,59,89,87,59,66,24,80,46,26
Tyson Chandler,NOP,26.1,Big,1442,55,7,74,95,51,29,18,13,77,78,54,16,74,5,9,14,96,95,91,70,92,38,74,87,1,86,90,74,80,89,93,90,77,74,67,63,72,67,55,62,100,12,6,2,55,23,31,45,83,34,64,78,48,30,51,28,89,94,86,95,97,41,75,86,54,79,64,85,88,43,74,42,57,80,33,54,35,73,16,72,87,68,23,46,8,87,63,14,1,9,0,0,0,96,32,4,5,0,0,0,87,0,27,10,77,0
Wilson Chandler,NYK,21.5,Wing,2707,92,38,37,66,88,82,82,41,60,52,81,68,35,46,35,59,33,42,40,65,31,47,35,34,12,72,65,24,70,62,86,83,69,55,63,19,35,51,36,35,48,40,82,74,39,20,23,13,35,12,48,62,37,8,24,10,47,27,49,14,28,16,65,24,93,66,57,28,32,31,62,81,81,42,29,30,79,51,81,64,47,87,75,64,76,36,56,71,61,65,46,14,23,52,84,57,62,43,45,37,60,24,71,72,58,47
Jarron Collins,UTA,29.9,Big,173,2,7,7,76,3,0,3,0,15,41,93,7,35,30,58,13,11,11,3,59,86,52,41,86,70,11,2,76,14,74,81,21,98,4,90,51,82,96,94,96,91,10,12,4,98,21,67,4,41,9,19,20,53,5,93,5,11,97,34,4,5,21,3,55,46,54,41,2,2,5,43,94,90,59,52,57,29,41,20,69,91,38,19,16,9,26,9,99,48,90,0,0,0,70,24,55,37,0,0,0,27,0,91,70,82,0
Jason Collins,MIN,29.9,Big,421,42,49,10,20,8,78,16,4,52,88,0,7,1,25,47,70,1,1,6,62,1,1,17,6,25,96,92,4,96,65,90,97,25,13,41,39,37,32,1,1,80,69,1,3,74,86,87,23,7,37,1,11,4,86,61,88,8,2,0,1,2,11,8,9,38,16,20,68,45,1,32,99,98,31,29,26,5,2,7,10,19,23,5,3,5,2,12,7,10,2,0,0,0,37,51,77,75,0,0,0,2,0,76,91,17,0
Mardy Collins,LAC,24.2,Wing,778,62,73,31,81,23,0,72,3,38,25,88,54,11,88,96,9,85,76,59,47,94,56,82,83,63,61,62,90,54,66,71,80,40,32,59,95,92,92,83,93,32,17,96,83,10,49,26,45,34,51,30,15,33,55,17,57,51,96,62,91,92,56,75,33,67,51,94,19,46,83,91,33,71,44,5,9,57,38,58,90,28,87,43,25,47,17,28,49,46,38,0,0,48,91,98,7,85,16,7,7,29,48,97,78,98,3
Nick Collison,OKC,28.0,Big,1794,38,68,38,73,54,72,75,54,45,22,36,17,82,38,66,49,66,58,61,39,53,52,64,66,38,85,28,61,81,77,54,79,22,59,10,88,52,85,30,54,86,34,15,13,63,40,50,66,66,57,78,33,66,56,67,49,63,48,26,17,22,22,57,53,50,52,98,16,50,68,54,33,35,53,48,49,55,53,64,41,55,45,62,27,69,85,96,27,34,24,0,0,0,72,47,43,36,0,63,56,87,0,52,26,55,0
Mike Conley,MEM,21.1,Point,2488,39,43,76,20,89,65,0,64,63,31,74,39,69,35,43,50,56,60,48,77,46,44,47,78,3,59,87,61,64,20,47,34,63,61,30,85,69,86,70,84,47,42,69,62,27,47,39,49,46,45,60,36,57,49,42,52,37,34,48,53,39,71,62,21,53,30,33,67,55,32,36,54,42,69,73,75,89,39,84,61,64,70,90,31,82,61,46,33,70,54,55,84,85,57,63,35,37,72,48,54,54,81,54,72,72,11
Daequan Cook,MIA,21.5,Wing,1791,21,18,57,5,53,0,54,90,1,7,24,40,34,18,13,98,44,71,58,87,56,30,20,54,48,15,21,33,11,73,32,14,79,49,95,29,82,7,73,36,59,34,86,76,22,15,13,49,95,32,74,92,47,27,92,22,76,59,40,33,50,24,52,52,14,24,88,65,84,14,12,27,13,92,97,97,37,34,35,23,31,35,58,58,57,51,24,19,30,23,76,59,70,2,13,55,32,79,97,92,5,71,12,30,28,46
Jamal Crawford,GSW,28.6,Combo,2069,44,7,98,19,23,0,44,94,58,56,81,67,79,35,21,81,83,99,98,81,65,90,2,4,11,9,60,7,39,6,1,0,5,11,82,3,16,91,17,40,0,77,90,93,73,95,93,6,32,7,97,91,98,1,2,0,96,35,34,98,92,99,87,100,3,73,79,98,98,37,10,80,49,25,80,66,96,2,95,86,12,91,77,63,78,56,70,56,70,70,63,35,44,21,40,81,77,51,67,58,60,47,70,58,79,81
Jamal Crawford,NYK,28.6,Wing,390,0,19,100,1,1,0,0,28,62,63,83,84,86,88,80,46,37,73,81,74,16,80,13,33,3,65,49,30,44,23,12,39,8,7,86,91,95,9,59,30,7,22,81,65,98,66,89,19,27,19,11,16,22,38,21,25,80,24,17,53,37,74,66,25,88,64,63,70,65,41,50,22,23,41,91,83,55,28,64,50,48,74,65,46,63,86,4,38,84,67,19,100,96,24,54,47,39,54,85,76,16,97,83,89,82,96
Javaris Crittenton,WAS,20.8,Combo,1053,53,40,30,98,93,0,51,3,72,77,95,19,26,60,81,12,52,71,66,16,91,78,27,33,45,23,43,39,24,89,16,29,19,55,56,13,20,19,64,43,42,21,70,51,67,49,58,52,96,40,19,72,11,74,90,62,50,79,96,74,76,54,54,65,33,47,43,73,69,93,59,19,26,47,26,30,90,94,74,72,45,57,93,98,79,51,77,12,23,7,0,0,0,100,65,16,33,7,9,7,81,0,79,51,35,5
Samuel Dalembert,PHI,28.5,Big,2032,93,21,50,84,98,57,90,63,23,24,16,15,48,1,4,7,85,51,81,21,70,1,94,55,47,97,97,56,99,92,98,99,72,77,72,27,45,56,21,25,63,8,42,20,91,56,78,84,47,82,84,82,84,70,32,63,45,64,42,48,28,75,91,64,87,81,27,56,39,41,93,77,93,5,17,8,28,76,29,24,43,32,36,65,37,45,35,37,83,52,0,0,0,63,68,44,45,68,0,55,49,0,44,35,46,0
Erick Dampier,DAL,33.3,Big,1834,73,12,66,94,76,0,60,30,85,48,42,5,99,42,83,18,56,36,72,47,26,4,72,44,13,82,84,54,91,56,85,86,56,71,44,29,30,4,14,5,95,3,2,0,90,95,97,12,23,13,47,21,52,9,33,9,66,37,41,45,53,39,89,43,52,48,50,81,77,27,84,82,90,46,14,19,9,50,11,13,8,22,24,59,24,99,92,51,26,45,0,0,0,98,19,9,4,0,0,0,99,0,57,31,80,0
Antonio Daniels,NOP,33.6,Combo,686,9,33,88,14,47,0,0,52,74,84,14,58,42,98,100,19,8,55,35,52,47,87,1,1,25,62,41,0,44,60,65,20,93,34,1,89,30,22,0,0,95,55,46,50,14,3,3,17,80,11,97,29,92,3,66,3,44,50,66,56,88,14,30,93,38,72,9,17,8,84,1,74,18,80,38,58,95,45,99,98,4,100,48,93,36,33,14,28,98,74,0,29,31,47,91,44,70,23,51,35,44,36,81,93,63,44
