Player,Team,Age,Pos,MIN,BLK% Rank,STL% Rank,FOUL% Rank,fgOR% Rank,fgDR% Rank,ftOR% Rank,ftDR% Rank,FT% Rank,SFLD% Rank,FFLD% Rank,AND1% Rank,Usage Rank,PSA Rank,AST% Rank,AST:Usg Rank,TOV% Rank,OnOff_Opp_Diff Rank,OnOff_Opp_OFFENSE: Pts/Poss Rank,OnOff_Opp_OFFENSE: eFG% Rank,OnOff_Opp_OFFENSE: TOV% Rank,OnOff_Opp_OFFENSE: ORB% Rank,OnOff_Opp_OFFENSE: FT Rate Rank,OnOff_Opp_DEFENSE: Pts/Poss Rank,OnOff_Opp_DEFENSE: eFG% Rank,OnOff_Opp_DEFENSE: TOV% Rank,OnOff_Opp_DEFENSE: ORB% Rank,OnOff_Opp_DEFENSE: FT Rate Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_HALFCOURT: Pts/Play Rank,OnOff_Opp_HALFCOURT: OREB% Rank,OnOff_Opp_HALFCOURT: % of Plays Rank,OnOff_Opp_PUTBACKS: Pts/Miss Rank,OnOff_Opp_PUTBACKS: Plays/Miss Rank,OnOff_Opp_PUTBACKS: Pts/Play Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_TEAM FG%: Rim Rank,OnOff_Opp_TEAM FG%: Short Mid Rank,OnOff_Opp_TEAM FG%: Long Mid Rank,OnOff_Opp_TEAM FG%: All Mid Rank,OnOff_Opp_TEAM FG%: Corner Three Rank,OnOff_Opp_TEAM FG%: Non Corner Rank,OnOff_Opp_TEAM FG%: All Three Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_SHOT FREQUENCY: Rim Rank,OnOff_Opp_SHOT FREQUENCY: Short Mid Rank,OnOff_Opp_SHOT FREQUENCY: Long Mid Rank,OnOff_Opp_SHOT FREQUENCY: All Mid Rank,OnOff_Opp_SHOT FREQUENCY: Corner Three Rank,OnOff_Opp_SHOT FREQUENCY: Non Corner Rank,OnOff_Opp_SHOT FREQUENCY: All Three Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_ALL TRANSITION: Pts+/Poss Rank,OnOff_Opp_ALL TRANSITION: Freq Rank,OnOff_Opp_ALL TRANSITION: Pts/Play Rank,OnOff_Opp_OFF STEALS: Pts+/Poss Rank,OnOff_Opp_OFF STEALS: Freq Rank,OnOff_Opp_OFF STEALS: Pts/Play Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Opp_OFF LIVE REBOUNDS: Freq Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts/Play Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_HALFCOURT: Pts/Play Rank,OnOff_Team_HALFCOURT: OREB% Rank,OnOff_Team_HALFCOURT: % of Plays Rank,OnOff_Team_PUTBACKS: Pts/Miss Rank,OnOff_Team_PUTBACKS: Plays/Miss Rank,OnOff_Team_PUTBACKS: Pts/Play Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_TEAM FG%: Rim Rank,OnOff_Team_TEAM FG%: Short Mid Rank,OnOff_Team_TEAM FG%: Long Mid Rank,OnOff_Team_TEAM FG%: All Mid Rank,OnOff_Team_TEAM FG%: Corner Three Rank,OnOff_Team_TEAM FG%: Non Corner Rank,OnOff_Team_TEAM FG%: All Three Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_SHOT FREQUENCY: Rim Rank,OnOff_Team_SHOT FREQUENCY: Short Mid Rank,OnOff_Team_SHOT FREQUENCY: Long Mid Rank,OnOff_Team_SHOT FREQUENCY: All Mid Rank,OnOff_Team_SHOT FREQUENCY: Corner Three Rank,OnOff_Team_SHOT FREQUENCY: Non Corner Rank,OnOff_Team_SHOT FREQUENCY: All Three Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_ALL TRANSITION: Pts+/Poss Rank,OnOff_Team_ALL TRANSITION: Freq Rank,OnOff_Team_ALL TRANSITION: Pts/Play Rank,OnOff_Team_OFF STEALS: Pts+/Poss Rank,OnOff_Team_OFF STEALS: Freq Rank,OnOff_Team_OFF STEALS: Pts/Play Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Team_OFF LIVE REBOUNDS: Freq Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts/Play Rank,eFG% Rank
Tyrese Haliburton,SAC,21.7,Combo,1750,89,88,98,59,32,0,27,76,48,49,75,65,78,94,94,34,19,39,26,82,17,66,17,6,89,29,38,17,17,9,45,96,52,62,45,6,6,6,20,35,18,15,44,27,6,6,21,44,75,63,43,75,70,17,17,59,77,53,69,64,64,59,60,50,39,39,59,22,3,3,7,11,26,26,7,89,29,74,84,34,53,26,26,51,83,90,92,7,16,7,39,39,33,6,28,38,12,49,31,19,20,82
R.J. Hampton,ORL,20.7,Combo,1325,50,39,54,37,89,0,0,6,75,40,36,43,19,48,59,28,20,13,7,69,34,53,53,47,89,25,60,53,53,85,31,95,84,86,66,47,47,86,9,97,56,92,1,5,47,47,98,3,37,5,26,40,29,53,53,4,96,2,9,38,15,5,98,3,13,13,14,27,43,60,27,91,7,7,22,63,42,59,40,7,8,7,7,52,79,78,85,27,17,15,13,13,46,33,27,96,73,81,12,18,3,25
Tim Hardaway Jr.,DAL,29.6,Wing,1234,7,44,72,7,65,60,46,32,52,64,48,78,24,66,43,96,89,92,94,88,26,67,61,35,15,95,57,61,61,21,96,82,84,84,71,35,35,25,48,49,47,22,71,44,35,35,32,38,33,29,28,95,85,61,61,62,58,59,72,66,71,60,26,54,92,92,91,15,57,55,39,69,94,94,96,97,11,77,85,76,86,94,94,20,91,50,83,38,47,43,92,92,98,70,94,88,46,89,96,83,93,28
James Harden,PHI,32.2,Point,787,30,46,76,42,88,0,100,89,100,72,18,76,94,94,78,40,84,80,88,77,42,41,67,49,71,81,26,67,67,43,80,39,51,71,28,49,49,60,56,9,21,67,65,71,49,49,75,94,23,83,19,9,6,67,67,84,26,89,42,20,56,89,22,91,80,80,66,41,88,95,76,98,88,88,93,36,46,38,57,51,58,88,88,94,49,15,24,70,14,25,80,80,77,84,82,19,90,17,95,49,96,38
James Harden,BKN,32.2,Point,1626,82,36,68,74,96,0,92,75,96,86,66,94,86,92,60,10,9,7,11,24,18,82,29,19,81,13,72,29,29,69,4,79,27,31,35,19,19,33,10,91,37,24,27,19,19,19,65,48,33,38,68,33,43,29,29,4,84,5,26,90,27,3,91,4,7,7,18,33,7,14,24,18,11,11,45,11,36,15,11,33,17,11,11,80,75,92,91,2,13,3,7,7,19,11,34,54,11,71,13,44,17,42
Maurice Harkless,SAC,28.5,Forward,863,82,63,45,7,20,0,90,0,31,24,48,2,55,2,9,4,33,38,32,33,92,8,41,78,71,4,9,41,41,81,4,25,49,53,49,78,78,98,34,93,75,15,30,18,78,78,57,60,37,51,68,28,40,41,41,10,22,21,15,0,40,15,56,24,38,38,19,71,26,48,39,55,32,32,29,40,23,25,16,82,67,32,32,40,11,96,73,93,10,36,38,38,84,14,84,60,4,58,93,27,93,73
Montrezl Harrell,WAS,27.8,Big,1089,38,17,77,66,50,0,72,49,94,74,77,77,94,79,76,76,16,5,23,28,8,2,73,56,31,70,69,73,73,52,78,38,57,74,31,56,56,9,74,97,96,24,74,53,56,56,24,72,45,66,55,62,64,73,73,73,24,87,91,20,98,39,68,38,5,5,12,10,38,53,27,83,23,23,21,99,19,93,4,38,13,23,23,13,91,52,84,34,62,55,5,5,7,45,9,78,15,96,2,80,2,91
Montrezl Harrell,CHA,27.8,Big,506,30,32,62,69,8,0,46,29,97,56,87,59,90,75,78,76,46,54,55,86,22,49,42,43,52,6,7,42,42,85,2,67,37,54,29,43,43,21,87,87,91,31,32,26,43,43,67,33,41,29,35,62,53,42,42,3,64,3,38,97,12,2,52,2,54,54,78,54,37,3,5,28,55,55,65,22,82,50,52,71,70,55,55,6,5,95,49,88,85,90,54,54,34,44,28,7,31,12,72,66,61,88
Gary Harris,ORL,27.1,Wing,1729,9,65,71,38,1,0,9,87,48,11,52,47,67,48,54,61,36,49,38,56,50,69,29,21,37,85,13,29,29,19,96,44,80,89,46,21,21,35,18,7,7,45,42,41,21,21,77,80,8,42,60,20,27,29,29,24,30,28,13,52,24,46,22,44,49,49,53,69,18,54,38,68,38,38,78,22,36,18,39,29,27,38,38,79,26,93,73,44,8,12,49,49,17,20,16,5,33,9,51,24,44,57
Joe Harris,BKN,30.2,Wing,422,6,9,65,9,64,0,0,0,5,42,92,23,98,6,6,14,1,4,6,17,35,12,5,16,43,14,47,5,5,11,11,56,30,21,56,16,16,31,72,6,30,25,35,26,16,16,66,55,48,55,49,25,27,5,5,40,57,49,22,71,37,56,90,65,4,4,6,36,26,19,18,43,6,6,15,11,4,4,36,30,29,6,6,35,23,19,14,95,75,89,4,4,16,28,26,47,11,67,12,68,13,99
Tobias Harris,PHI,29.3,Forward,2541,45,14,78,47,85,0,62,73,52,59,71,87,63,84,68,68,79,39,54,47,43,37,94,65,99,15,28,94,94,95,9,64,86,97,32,65,65,19,12,73,19,91,45,80,65,65,97,9,32,9,36,21,17,94,94,53,18,29,62,97,32,41,5,20,39,39,62,14,30,56,16,96,54,54,60,47,20,30,45,92,84,54,54,36,93,86,95,15,10,7,39,39,15,17,10,3,83,2,52,20,77,56
Josh Hart,NOP,26.7,Wing,1368,29,59,36,77,99,61,95,29,97,82,22,62,83,90,96,6,37,51,49,91,41,29,28,48,24,18,58,28,28,22,12,8,46,5,94,48,48,77,50,48,48,20,21,16,48,48,82,2,23,3,93,72,91,28,28,51,16,48,20,5,23,79,32,70,51,51,65,45,80,71,74,54,49,49,57,73,93,91,46,65,63,49,49,2,98,94,98,19,32,24,51,51,41,76,47,21,91,19,44,76,60,74
Josh Hart,POR,26.7,Combo,415,23,66,53,56,98,0,86,26,99,38,86,78,97,60,48,32,60,85,49,65,96,44,19,11,36,67,93,19,19,8,83,81,54,65,41,11,11,24,53,47,52,61,14,17,11,11,18,58,68,69,27,83,72,19,19,53,78,56,36,63,29,58,37,62,85,85,75,97,62,76,93,11,49,49,8,40,17,24,70,89,91,49,49,78,51,36,40,51,33,36,85,85,14,24,12,6,34,4,36,19,29,94
Isaiah Hartenstein,LAC,23.5,Big,1118,93,89,18,73,27,53,56,32,59,78,76,62,84,92,96,23,97,99,88,81,100,96,56,17,72,92,84,56,56,26,97,47,93,88,84,17,17,44,15,5,3,44,52,52,17,17,35,75,65,78,69,24,33,56,56,31,14,41,10,2,8,33,1,42,99,99,88,100,78,96,94,79,88,88,53,51,93,90,40,97,93,88,88,62,85,95,96,3,6,3,99,99,99,49,98,36,6,37,100,56,100,82
Jaxson Hayes,NOP,21.4,Big,1347,63,47,41,51,25,47,12,65,93,36,72,29,91,11,15,61,80,95,89,54,75,95,25,32,3,81,95,25,25,31,83,63,70,69,48,32,32,9,24,76,41,68,61,69,32,32,55,77,23,56,50,34,36,25,25,11,50,8,45,19,41,5,31,6,95,95,95,66,30,68,67,58,89,89,51,92,58,89,86,74,85,89,89,51,13,65,31,46,74,67,95,95,58,23,57,68,50,64,44,16,46,85
Killian Hayes,DET,20.3,Point,1619,94,66,4,48,62,78,60,36,30,30,8,16,12,26,76,24,65,56,35,47,61,85,66,66,60,73,20,66,66,61,71,43,47,67,26,66,66,47,25,84,53,75,50,65,66,66,71,45,24,30,24,63,46,66,66,57,48,53,62,86,43,53,44,51,56,56,37,43,44,61,47,70,35,35,35,67,34,57,15,51,26,35,35,43,60,38,46,94,26,60,56,56,67,53,63,32,11,24,79,53,80,16
Gordon Hayward,CHA,31.6,Wing,1561,64,42,96,44,56,50,96,72,71,88,67,77,62,86,83,43,74,35,44,79,5,43,93,91,69,68,83,93,93,85,52,90,96,88,91,91,91,93,84,23,68,64,26,35,91,91,95,7,1,0,97,59,88,93,93,85,80,81,96,57,95,55,83,51,35,35,56,6,6,3,1,51,44,44,87,80,79,85,33,9,9,44,44,6,71,57,70,29,90,81,35,35,36,32,46,46,30,48,44,20,55,49
Juan Hernangomez,UTA,26.1,Big,270,28,80,87,23,32,79,26,0,42,2,41,12,73,22,36,91,93,84,90,53,63,15,90,77,6,93,94,90,90,43,98,29,88,78,84,77,77,75,30,52,36,81,34,55,77,77,96,8,11,5,64,37,47,90,90,74,21,84,75,11,84,67,14,73,84,84,87,55,14,63,47,74,90,90,57,93,75,93,83,91,94,90,90,8,89,86,92,7,68,39,84,84,39,22,52,48,46,59,41,12,50,80
Willy Hernangomez,NOP,27.4,Big,772,26,39,54,98,84,92,39,74,79,60,45,81,32,67,54,51,23,26,21,94,16,7,38,42,68,90,1,38,38,47,93,20,82,71,79,42,42,37,77,15,39,3,71,40,42,42,13,80,1,16,100,78,98,38,38,59,36,59,63,30,43,51,53,57,26,26,27,16,61,60,28,89,21,21,79,5,21,4,23,77,59,21,21,0,25,84,57,98,99,100,26,26,40,43,26,34,89,26,53,31,34,16
Tyler Herro,MIA,21.8,Combo,2109,21,15,95,40,94,0,90,82,49,69,36,94,65,58,26,43,84,76,82,49,11,40,72,82,64,27,75,72,72,76,27,29,56,35,73,82,82,82,33,43,32,69,69,75,82,82,79,12,55,18,38,59,52,72,72,71,35,75,84,54,92,56,57,51,76,76,69,19,53,27,16,59,82,82,70,58,69,66,39,92,84,82,82,13,37,63,46,65,88,87,76,76,93,75,86,33,64,43,97,62,92,66
Buddy Hield,SAC,28.9,Wing,1557,40,50,61,49,63,67,30,85,14,54,44,80,35,54,26,31,34,29,48,55,2,11,53,24,20,84,95,53,53,40,88,45,67,82,37,24,24,39,26,42,25,17,17,11,24,24,99,5,18,4,39,26,22,53,53,47,27,52,53,71,50,41,72,47,29,29,67,3,12,5,4,24,48,48,85,29,25,22,55,29,33,48,48,25,48,3,10,73,96,96,29,29,10,26,13,45,77,43,6,17,11,35
Buddy Hield,IND,28.9,Wing,924,48,23,60,46,74,71,31,92,6,39,94,85,61,91,89,16,6,16,53,34,4,4,6,4,36,37,95,6,6,17,63,2,7,13,15,4,4,53,71,36,59,5,8,3,4,4,16,84,85,90,21,56,37,6,6,9,3,19,36,44,46,10,8,19,16,16,24,8,8,55,19,90,53,53,63,57,25,38,67,55,60,53,53,14,14,87,52,42,89,83,16,16,18,12,24,5,61,4,48,30,65,66
Haywood Highsmith,MIA,24.9,Big,133,25,3,97,21,3,0,12,0,5,2,96,14,5,6,9,99,53,37,36,69,77,24,72,63,43,16,85,72,72,81,20,17,24,7,74,63,63,57,38,55,43,89,30,57,63,63,80,34,21,19,81,29,48,72,72,25,67,21,59,88,43,18,34,18,37,37,37,81,91,64,86,16,36,36,34,69,61,68,18,37,22,36,36,84,46,80,68,41,7,10,37,37,33,77,33,56,75,57,24,70,28,16
George Hill,MIL,35.5,Combo,1235,24,55,87,80,27,0,49,96,24,53,22,6,62,24,65,52,73,94,81,41,93,32,22,19,65,50,31,22,22,44,79,66,69,63,62,19,19,76,16,53,21,39,19,20,19,19,5,64,19,39,73,97,97,22,22,6,34,4,23,75,15,11,9,5,94,94,75,96,87,93,94,55,81,81,82,64,16,53,29,96,89,81,81,43,98,63,96,21,5,5,94,94,88,60,79,81,36,80,79,62,59,59
Malcolm Hill,CHI,26.0,Forward,157,27,13,27,83,40,0,40,0,36,41,0,15,79,7,19,100,58,48,29,64,77,54,63,75,35,67,57,63,63,56,66,37,55,55,50,75,75,71,33,92,63,48,63,61,75,75,70,18,47,22,63,51,61,63,63,75,41,73,51,27,57,77,55,73,48,48,40,63,58,41,46,42,29,29,34,25,16,14,78,61,73,29,29,27,79,88,90,19,30,23,48,48,23,60,22,19,60,27,35,59,30,88
Solomon Hill,ATL,30.6,Forward,124,44,60,7,78,44,0,40,0,0,35,99,0,0,59,98,98,49,21,24,80,10,64,81,79,47,18,83,81,81,84,13,32,38,12,81,79,79,81,88,19,67,73,58,70,79,79,19,85,62,84,75,29,42,81,81,40,55,30,86,41,76,17,52,16,21,21,35,32,27,45,24,77,24,24,73,28,41,31,47,21,23,24,24,10,63,94,88,75,37,50,21,21,20,55,18,44,74,37,19,23,15,0
Jaylen Hoard,OKC,22.6,Wing,233,85,25,81,99,100,93,87,0,57,4,61,65,30,69,56,83,84,63,61,67,47,95,84,96,53,25,5,84,84,67,28,48,80,33,92,96,96,92,96,2,81,82,94,95,96,96,15,64,95,88,6,81,46,84,84,93,66,96,97,50,97,74,64,84,63,63,54,39,99,89,85,88,61,61,92,8,52,16,15,68,43,61,61,89,79,5,33,20,40,29,63,63,60,99,54,98,94,95,11,97,22,58
Aaron Holiday,WAS,25.1,Combo,619,79,71,19,27,24,0,0,31,45,63,46,47,47,49,56,33,99,100,99,97,89,76,84,49,70,95,87,84,84,77,98,82,99,99,90,49,49,91,79,43,74,54,14,19,49,49,28,91,26,79,40,44,39,84,84,15,29,16,66,74,29,7,2,17,100,100,98,68,94,95,94,62,99,99,92,15,75,31,60,99,99,99,99,70,6,56,12,66,73,74,100,100,97,88,94,99,95,95,73,83,74,60
Aaron Holiday,PHX,25.1,Point,310,0,62,10,98,54,0,72,0,76,46,90,46,34,52,72,54,56,41,72,43,10,39,69,72,6,84,85,69,69,52,91,37,95,97,50,72,72,45,92,86,95,56,35,39,72,72,82,68,15,38,31,32,25,69,69,60,14,74,32,26,53,75,48,80,41,41,74,7,7,11,2,72,72,72,48,42,3,13,96,78,91,72,72,37,45,60,51,60,58,62,41,41,8,35,5,9,37,14,24,39,14,22
Jrue Holiday,MIL,31.4,Point,2201,66,74,72,88,40,84,54,28,50,40,10,68,90,68,46,44,47,34,40,31,58,82,67,70,86,25,37,67,67,74,20,67,33,36,46,70,70,61,72,19,46,43,81,74,70,70,32,52,50,55,73,53,66,67,67,79,75,72,87,94,80,61,49,59,34,34,34,67,18,40,36,53,40,40,41,51,18,29,28,73,57,40,40,23,40,62,48,22,88,75,34,34,46,19,60,79,28,80,26,9,25,98
Justin Holiday,SAC,32.6,Wing,637,91,60,41,28,12,79,20,0,17,52,6,43,12,32,36,63,27,6,13,18,12,38,84,33,99,92,48,84,84,48,88,3,74,29,89,33,33,7,31,82,56,11,93,84,33,33,54,99,99,100,11,0,0,84,84,97,2,92,76,63,81,96,6,89,6,6,3,33,47,78,41,94,13,13,60,7,64,10,25,18,13,13,13,63,80,73,83,18,19,12,6,6,55,54,71,36,53,29,54,22,71,16
Justin Holiday,IND,32.6,Wing,1413,58,24,48,17,17,0,51,57,12,24,11,42,60,42,52,51,63,43,71,3,81,26,76,83,80,51,45,76,76,83,67,27,66,60,59,83,83,91,63,29,53,73,27,52,83,83,91,14,93,50,84,2,9,76,76,53,21,81,39,38,80,64,12,80,43,43,16,73,45,86,72,80,71,71,32,55,62,58,67,78,86,71,71,90,41,56,45,88,5,19,43,43,91,46,95,64,39,50,92,28,97,72
Richaun Holmes,SAC,28.0,Big,1071,60,15,36,57,64,0,62,72,54,49,92,30,92,36,41,25,47,75,51,22,98,8,19,15,52,90,43,19,19,9,77,80,21,74,5,15,15,65,44,27,30,90,3,18,15,15,16,91,85,95,36,27,24,19,19,98,47,98,89,48,92,98,28,97,75,75,34,99,87,96,97,50,51,51,23,18,97,75,92,29,58,51,51,81,63,58,61,30,19,17,75,75,37,64,41,67,81,55,26,71,32,92
Rodney Hood,MIL,29.0,Forward,527,12,18,93,22,12,0,10,0,10,27,48,4,10,27,60,99,12,41,49,60,55,21,7,3,13,88,89,7,7,2,85,69,68,68,48,3,3,13,21,34,16,5,7,3,3,3,91,36,8,12,85,19,40,7,7,13,43,8,12,53,7,32,47,23,41,41,57,49,11,37,44,40,49,49,39,81,48,69,93,34,70,49,49,22,84,91,92,63,9,19,41,41,22,8,35,13,18,21,43,29,53,15
Al Horford,BOS,35.4,Big,2003,77,50,92,20,65,0,64,92,14,13,73,42,38,87,95,83,24,58,30,43,95,81,10,8,71,25,54,10,10,22,34,43,81,21,95,8,8,88,53,2,11,5,11,4,8,8,43,56,95,86,26,21,15,10,10,3,79,4,64,74,51,3,44,2,58,58,37,95,97,86,96,11,30,30,11,89,14,79,61,34,41,30,30,85,71,23,48,51,16,21,58,58,67,84,53,96,70,85,26,77,20,41
Talen Horton-Tucker,LAL,20.9,Wing,1470,84,75,24,47,44,77,50,39,72,47,33,73,14,85,83,29,71,62,61,64,59,44,68,59,98,24,42,68,68,84,19,86,45,51,42,59,59,62,37,91,60,60,37,41,59,59,64,26,63,37,29,59,46,68,68,70,80,63,91,84,85,38,53,34,62,62,53,64,64,67,47,82,61,61,73,50,27,38,19,58,41,61,61,76,32,40,30,23,61,48,62,62,62,66,60,91,35,72,29,31,34,11
Danuel House,UTA,28.4,Wing,482,94,58,50,67,51,74,56,11,85,55,6,21,87,23,37,52,79,67,39,39,90,68,74,95,39,42,13,74,74,69,63,19,82,51,89,95,95,81,72,69,78,83,88,93,95,95,63,69,44,62,53,19,25,74,74,78,32,90,58,28,69,81,23,91,67,67,38,89,67,79,83,50,39,39,90,20,27,17,28,12,13,39,39,79,29,29,20,74,43,55,67,67,67,48,57,15,28,24,88,27,75,90
Danuel House,HOU,28.4,Forward,220,60,24,69,12,76,0,80,0,24,80,48,69,16,73,73,0,9,20,24,41,43,62,9,56,20,19,11,9,9,34,19,37,68,47,76,56,56,75,44,51,47,93,12,37,56,56,31,63,33,50,32,82,73,9,9,13,29,13,22,62,12,11,51,16,20,20,25,32,81,23,52,15,24,24,14,58,2,12,49,75,74,24,24,54,60,42,48,72,38,49,20,20,82,73,73,41,78,39,93,84,90,10
Dwight Howard,LAL,35.9,Big,950,62,82,42,87,83,71,78,25,99,71,19,28,81,13,18,26,9,8,3,6,95,64,35,37,19,96,28,35,35,9,78,36,98,94,97,37,37,49,87,39,81,92,7,21,37,37,2,81,75,85,92,75,92,35,35,31,6,35,18,44,42,61,17,55,8,8,3,98,18,70,90,10,3,3,8,6,5,3,2,58,11,3,3,92,21,6,6,60,55,61,8,8,9,2,14,53,8,75,8,7,8,80
Markus Howard,DEN,22.7,Combo,110,0,80,4,34,8,0,0,0,27,99,0,75,76,3,3,88,92,94,92,93,34,48,67,52,5,77,99,67,67,41,80,59,75,83,53,52,52,46,42,15,19,30,76,63,52,52,80,5,26,5,47,88,84,67,67,85,71,88,78,13,73,79,59,88,94,94,95,16,73,70,36,92,92,92,94,92,87,96,27,63,52,92,92,84,91,90,95,60,0,1,94,94,78,91,68,75,60,76,62,96,47,67
Kevin Huerter,ATL,23.2,Wing,2177,54,18,33,23,42,47,41,44,11,23,69,55,61,71,78,41,76,25,36,41,23,22,96,84,96,36,93,96,96,95,50,20,63,29,85,84,84,84,95,36,88,36,59,49,84,84,74,76,39,67,26,18,12,96,96,87,20,89,40,78,50,91,39,93,25,25,20,10,96,27,26,37,36,36,16,23,30,21,36,74,62,36,36,56,14,11,7,80,86,89,25,25,84,99,65,79,87,42,69,97,68,77
Elijah Hughes,POR,23.6,Forward,271,62,47,34,6,35,0,10,0,9,39,98,47,1,28,26,91,23,32,56,35,31,44,33,71,23,7,46,33,33,49,6,11,22,7,74,71,71,86,51,44,48,71,55,68,71,71,5,56,38,49,94,90,97,33,33,44,38,39,75,82,65,24,25,25,32,32,65,42,25,33,33,48,56,56,58,84,16,52,29,56,47,56,56,48,74,16,44,81,42,59,32,32,10,29,8,14,25,18,18,61,13,1
DeAndre Hunter,ATL,23.9,Forward,1575,32,31,33,11,10,0,36,47,76,89,37,71,40,13,7,55,90,50,17,73,53,94,96,89,97,64,16,96,96,90,60,90,90,87,82,89,89,65,84,13,57,78,85,89,89,89,83,40,72,57,47,11,12,96,96,88,91,90,90,90,89,77,94,84,50,50,31,37,87,56,54,54,17,17,27,35,35,30,15,23,12,17,17,67,16,37,18,55,72,68,50,50,77,84,62,94,67,58,36,44,43,39
Nah'Shon Hyland,DEN,21.1,Combo,1252,71,41,7,15,91,0,96,63,51,66,25,80,59,63,49,51,24,19,31,37,8,23,48,25,39,47,96,48,48,54,68,49,69,63,66,25,25,74,3,60,9,45,51,46,25,25,15,84,32,71,41,82,76,48,48,13,51,7,40,9,50,13,89,6,19,19,35,3,33,9,2,66,31,31,77,51,66,65,79,7,17,31,31,7,6,97,62,49,88,82,19,19,37,69,29,21,61,13,58,68,57,58
Serge Ibaka,LAC,32.1,Big,534,78,11,48,46,60,0,48,38,10,15,43,68,30,66,58,30,66,75,89,76,40,70,44,39,7,56,80,44,44,16,68,63,87,56,93,39,39,27,45,30,33,32,45,40,39,39,88,22,14,11,78,36,53,44,44,41,77,38,69,57,63,30,55,34,75,75,69,22,89,94,65,98,89,89,96,16,49,23,85,65,77,89,89,57,56,30,39,9,83,59,75,75,81,96,67,51,86,51,87,95,67,44
Serge Ibaka,MIL,32.1,Big,330,19,6,19,29,78,75,26,0,11,3,98,20,71,12,19,80,94,86,82,83,36,83,88,92,17,97,32,88,88,45,97,58,99,98,97,92,92,96,22,29,15,14,91,70,92,92,88,36,29,26,24,39,26,88,88,71,15,66,67,77,19,62,3,76,86,86,88,44,48,67,43,79,82,82,66,88,54,85,38,62,55,82,82,80,78,35,62,8,34,18,86,86,57,70,59,24,39,51,70,74,63,67
Andre Iguodala,GSW,37.8,Forward,598,97,80,76,60,38,0,33,0,20,85,0,36,15,95,100,13,4,28,17,5,96,2,2,0,77,7,17,2,2,1,10,86,26,21,44,0,0,22,4,4,1,22,6,5,0,0,10,49,90,76,48,79,76,2,2,28,91,9,19,78,43,22,99,4,28,28,7,92,86,29,62,9,17,17,19,12,20,10,8,89,58,17,17,9,68,14,37,69,94,94,28,28,81,89,78,87,88,75,59,98,58,17
Joe Ingles,UTA,34.1,Forward,1117,3,17,55,1,16,0,2,0,4,34,14,40,45,89,97,31,70,58,90,25,33,20,71,33,83,63,82,71,71,56,44,65,57,45,60,33,33,8,54,63,60,68,44,57,33,33,52,47,28,32,33,72,64,71,71,69,52,64,87,32,93,46,67,37,58,58,79,41,21,20,21,39,90,90,83,52,50,52,80,82,88,90,90,47,16,56,28,78,66,74,58,58,36,30,47,59,33,55,23,12,28,61
Brandon Ingram,NOP,24.2,Forward,1865,34,11,89,17,81,60,16,60,86,98,53,96,51,97,88,37,86,52,73,52,7,77,93,75,37,92,70,93,93,68,93,70,74,70,62,75,75,36,37,72,51,76,74,84,75,75,59,30,54,36,86,27,53,93,93,79,75,73,65,80,54,82,67,78,52,52,67,12,56,47,9,95,73,73,96,78,29,65,31,43,36,73,73,74,70,45,60,47,19,22,52,52,34,87,24,18,41,16,49,81,35,29
Kyrie Irving,BKN,29.6,Combo,1083,75,65,57,25,43,0,79,94,59,84,83,96,88,74,32,74,99,74,3,44,99,98,99,79,100,53,47,99,99,92,45,8,83,22,95,79,79,99,69,99,94,0,67,1,79,79,98,0,81,4,98,6,32,99,99,99,27,99,100,52,99,93,2,77,74,74,80,100,99,98,100,4,3,3,84,4,61,10,100,0,2,3,3,83,100,8,93,27,2,2,74,74,0,40,0,1,0,0,1,8,2,79
Frank Jackson,DET,23.5,Combo,1147,37,18,46,38,3,0,72,51,66,28,49,37,42,8,5,90,52,43,56,24,51,19,64,78,27,56,63,64,64,46,69,67,81,86,58,78,78,93,38,60,45,56,44,43,78,78,90,42,46,44,4,42,11,64,64,80,36,85,71,60,75,77,24,77,43,43,38,42,55,39,38,49,56,56,87,47,43,43,6,71,37,56,56,76,75,43,64,46,16,19,43,43,43,74,38,28,37,30,46,84,45,41
