Player,Team,Age,Pos,MIN,BLK% Rank,STL% Rank,FOUL% Rank,fgOR% Rank,fgDR% Rank,ftOR% Rank,ftDR% Rank,FT% Rank,SFLD% Rank,FFLD% Rank,AND1% Rank,Usage Rank,PSA Rank,AST% Rank,AST:Usg Rank,TOV% Rank,OnOff_Opp_Diff Rank,OnOff_Opp_OFFENSE: Pts/Poss Rank,OnOff_Opp_OFFENSE: eFG% Rank,OnOff_Opp_OFFENSE: TOV% Rank,OnOff_Opp_OFFENSE: ORB% Rank,OnOff_Opp_OFFENSE: FT Rate Rank,OnOff_Opp_DEFENSE: Pts/Poss Rank,OnOff_Opp_DEFENSE: eFG% Rank,OnOff_Opp_DEFENSE: TOV% Rank,OnOff_Opp_DEFENSE: ORB% Rank,OnOff_Opp_DEFENSE: FT Rate Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_HALFCOURT: Pts/Play Rank,OnOff_Opp_HALFCOURT: OREB% Rank,OnOff_Opp_HALFCOURT: % of Plays Rank,OnOff_Opp_PUTBACKS: Pts/Miss Rank,OnOff_Opp_PUTBACKS: Plays/Miss Rank,OnOff_Opp_PUTBACKS: Pts/Play Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_TEAM FG%: Rim Rank,OnOff_Opp_TEAM FG%: Short Mid Rank,OnOff_Opp_TEAM FG%: Long Mid Rank,OnOff_Opp_TEAM FG%: All Mid Rank,OnOff_Opp_TEAM FG%: Corner Three Rank,OnOff_Opp_TEAM FG%: Non Corner Rank,OnOff_Opp_TEAM FG%: All Three Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_SHOT FREQUENCY: Rim Rank,OnOff_Opp_SHOT FREQUENCY: Short Mid Rank,OnOff_Opp_SHOT FREQUENCY: Long Mid Rank,OnOff_Opp_SHOT FREQUENCY: All Mid Rank,OnOff_Opp_SHOT FREQUENCY: Corner Three Rank,OnOff_Opp_SHOT FREQUENCY: Non Corner Rank,OnOff_Opp_SHOT FREQUENCY: All Three Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_ALL TRANSITION: Pts+/Poss Rank,OnOff_Opp_ALL TRANSITION: Freq Rank,OnOff_Opp_ALL TRANSITION: Pts/Play Rank,OnOff_Opp_OFF STEALS: Pts+/Poss Rank,OnOff_Opp_OFF STEALS: Freq Rank,OnOff_Opp_OFF STEALS: Pts/Play Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Opp_OFF LIVE REBOUNDS: Freq Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts/Play Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_HALFCOURT: Pts/Play Rank,OnOff_Team_HALFCOURT: OREB% Rank,OnOff_Team_HALFCOURT: % of Plays Rank,OnOff_Team_PUTBACKS: Pts/Miss Rank,OnOff_Team_PUTBACKS: Plays/Miss Rank,OnOff_Team_PUTBACKS: Pts/Play Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_TEAM FG%: Rim Rank,OnOff_Team_TEAM FG%: Short Mid Rank,OnOff_Team_TEAM FG%: Long Mid Rank,OnOff_Team_TEAM FG%: All Mid Rank,OnOff_Team_TEAM FG%: Corner Three Rank,OnOff_Team_TEAM FG%: Non Corner Rank,OnOff_Team_TEAM FG%: All Three Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_SHOT FREQUENCY: Rim Rank,OnOff_Team_SHOT FREQUENCY: Short Mid Rank,OnOff_Team_SHOT FREQUENCY: Long Mid Rank,OnOff_Team_SHOT FREQUENCY: All Mid Rank,OnOff_Team_SHOT FREQUENCY: Corner Three Rank,OnOff_Team_SHOT FREQUENCY: Non Corner Rank,OnOff_Team_SHOT FREQUENCY: All Three Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_ALL TRANSITION: Pts+/Poss Rank,OnOff_Team_ALL TRANSITION: Freq Rank,OnOff_Team_ALL TRANSITION: Pts/Play Rank,OnOff_Team_OFF STEALS: Pts+/Poss Rank,OnOff_Team_OFF STEALS: Freq Rank,OnOff_Team_OFF STEALS: Pts/Play Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Team_OFF LIVE REBOUNDS: Freq Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts/Play Rank,eFG% Rank
DeAndre' Bembry,BKN,27.3,Wing,894,94,95,6,89,55,0,65,3,53,19,24,10,74,35,80,36,77,48,67,61,5,36,88,66,71,61,88,88,88,86,73,73,86,88,71,66,66,90,43,19,21,63,9,15,66,66,100,4,12,3,25,27,19,88,88,23,55,15,45,83,22,25,44,29,48,48,71,5,38,7,11,17,67,67,69,53,32,43,86,43,64,67,67,40,51,16,27,81,73,79,48,48,47,64,32,66,73,36,42,35,42,85
Davis Bertans,WAS,29.0,Forward,489,28,29,12,4,27,0,46,100,11,81,14,46,46,5,4,81,99,93,98,13,78,89,96,77,99,63,65,96,96,98,84,96,25,82,10,77,77,94,37,73,46,76,44,56,77,77,53,14,97,64,13,57,29,96,96,65,90,78,42,40,62,63,78,74,93,93,84,73,85,60,53,57,98,98,68,27,46,33,99,66,92,98,98,91,1,0,0,67,98,99,93,93,96,96,96,100,54,99,63,78,64,34
Davis Bertans,DAL,29.0,Forward,285,59,12,30,2,73,100,67,0,6,62,79,44,74,24,23,96,77,75,88,98,1,52,64,55,69,29,82,64,64,71,41,68,24,40,22,55,55,27,47,31,35,57,79,78,55,55,68,70,61,73,22,21,13,64,64,59,86,53,80,19,67,36,73,36,75,75,96,1,19,4,4,21,88,88,91,92,76,92,69,60,69,88,88,6,64,98,95,26,44,34,75,75,71,42,80,77,27,71,45,32,54,85
Patrick Beverley,MIN,33.3,Combo,1473,100,78,6,89,84,95,34,13,71,79,40,36,43,80,86,55,67,77,78,56,3,90,42,20,5,86,92,42,42,22,96,59,67,74,46,20,20,37,43,9,15,74,18,31,20,20,66,29,9,11,53,82,81,42,42,34,50,22,49,14,68,35,74,26,77,77,92,4,11,11,7,45,78,78,78,53,90,78,92,61,81,78,78,4,45,98,93,16,65,44,77,77,36,43,44,6,14,15,77,69,80,50
Saddiq Bey,DET,22.6,Forward,2684,9,38,96,59,50,54,32,63,59,53,43,83,34,77,59,88,87,78,47,52,87,82,77,47,87,48,47,77,77,81,49,52,7,15,14,47,47,29,1,86,7,35,89,80,47,47,38,32,31,25,61,83,84,77,77,69,47,79,22,37,46,87,48,92,78,78,81,77,46,4,24,5,47,47,2,91,19,63,94,78,94,47,47,61,27,56,36,58,53,58,78,78,50,48,26,69,96,36,45,47,32,27
Khem Birch,TOR,29.1,Big,988,42,69,56,80,12,55,21,58,67,26,58,6,14,44,72,64,97,89,96,40,60,24,94,83,82,30,78,94,94,92,25,25,44,26,70,83,83,12,70,19,54,90,86,93,83,83,67,11,53,17,70,61,70,94,94,54,58,56,54,15,60,44,62,50,89,89,92,75,93,36,63,20,96,96,84,92,59,88,95,62,85,96,96,39,24,28,18,75,84,86,89,89,80,96,68,85,72,77,67,93,58,6
Goga Bitadze,IND,22.3,Big,678,85,71,15,77,18,84,46,28,81,66,84,70,71,70,65,33,56,15,35,16,30,21,92,64,91,75,79,92,92,89,70,73,91,93,67,64,64,41,88,24,74,23,77,66,64,64,46,86,17,61,89,17,41,92,92,67,35,63,26,72,33,88,75,82,15,15,19,17,54,24,42,17,35,35,67,12,56,26,43,19,20,35,35,54,42,95,84,36,13,15,15,15,45,66,43,42,18,19,51,43,55,68
Bismack Biyombo,PHX,29.2,Big,440,91,49,31,91,62,0,74,9,88,84,81,38,72,29,25,50,65,4,7,3,13,50,99,99,11,99,2,99,99,99,99,75,96,98,75,99,99,100,11,60,17,98,66,96,99,99,79,41,54,48,13,46,22,99,99,12,37,27,83,49,94,6,73,6,4,4,2,9,54,18,19,30,7,7,94,7,54,11,5,14,5,7,7,1,7,77,25,99,98,99,4,4,86,49,83,38,19,47,95,25,89,78
Nemanja Bjelica,GSW,33.5,Big,1093,23,85,40,26,55,0,54,50,25,50,35,74,35,94,96,12,80,88,68,99,41,92,47,64,15,26,14,47,47,36,27,53,11,11,23,64,64,61,29,63,41,74,73,78,64,64,6,88,17,68,51,93,89,47,47,82,94,71,90,82,67,58,40,56,88,88,90,43,24,82,67,90,68,68,44,67,74,74,55,91,91,68,68,16,81,100,100,76,1,4,88,88,62,9,79,47,64,41,64,7,77,41
Eric Bledsoe,LAC,31.9,Point,1358,68,84,74,50,56,0,28,25,82,66,92,50,36,36,48,12,37,35,34,26,71,42,49,79,45,13,67,49,49,62,18,35,76,44,89,79,79,68,35,37,32,51,87,81,79,79,53,36,30,26,55,69,70,49,49,57,33,66,58,34,67,42,34,49,35,35,21,54,53,46,69,21,34,34,12,65,91,83,20,52,30,34,34,21,25,78,51,64,76,76,35,35,91,34,92,93,95,93,75,18,82,30
Keljin Blevins,POR,25.9,Combo,258,0,83,27,94,10,99,100,0,3,0,0,19,3,5,4,27,7,3,2,8,24,40,51,36,31,79,72,51,51,82,38,83,18,64,6,36,36,5,53,62,61,51,56,58,36,36,91,59,11,27,43,20,19,51,51,23,84,11,20,91,10,42,94,28,3,3,11,30,23,12,5,47,2,2,6,46,4,7,23,23,17,2,2,1,10,97,77,93,86,94,3,3,1,47,0,3,11,2,0,52,0,5
Bogdan Bogdanovic,ATL,29.2,Wing,1835,24,73,53,25,69,76,48,66,28,80,20,83,53,83,69,86,53,21,13,43,69,65,83,93,13,34,59,83,83,87,49,33,43,28,67,93,93,86,93,79,94,64,58,64,93,93,61,33,34,27,53,61,62,83,83,60,68,56,69,66,52,49,79,49,21,21,34,68,58,33,61,11,13,13,20,44,24,30,72,12,26,13,13,18,8,81,37,91,79,88,21,21,8,47,6,53,17,74,5,64,4,55
Bojan Bogdanovic,UTA,32.5,Forward,2121,0,5,91,40,17,56,49,79,53,77,33,88,87,51,12,47,60,26,19,85,18,76,86,81,92,71,21,86,86,57,53,81,92,81,87,81,81,14,50,80,67,24,99,97,81,81,47,79,74,84,11,35,14,86,86,92,94,97,89,18,88,83,97,94,26,26,30,9,49,26,10,77,19,19,16,23,17,16,94,4,32,19,19,73,17,57,31,22,65,51,26,26,46,79,12,16,13,7,82,72,45,77
Leandro Bolmaro,MIN,21.1,Wing,165,0,47,14,96,18,0,0,0,47,96,0,7,2,37,86,22,43,41,75,12,19,78,54,26,95,33,27,54,54,26,10,91,89,53,91,26,26,67,50,94,85,84,2,5,26,26,21,54,14,27,69,91,93,54,54,59,97,27,99,26,92,11,98,5,41,41,42,34,37,82,45,96,75,75,86,80,83,88,45,18,18,75,75,77,88,19,64,21,25,19,41,41,15,61,30,24,69,22,12,64,23,1
Devin Booker,PHX,25.0,Wing,2343,49,57,55,37,72,69,19,84,62,99,78,100,69,95,65,66,24,18,28,5,98,1,51,38,95,50,21,51,51,66,22,21,9,17,12,38,38,73,7,67,14,10,73,46,38,38,19,82,65,83,41,50,44,51,51,83,17,81,75,70,64,81,10,74,18,18,7,97,89,89,95,30,28,28,13,50,7,18,20,50,33,28,28,93,26,1,2,77,61,71,18,18,55,37,50,55,85,28,57,11,61,54
Brandon Boston Jr.,LAC,19.9,Forward,669,46,55,73,29,24,0,17,76,37,82,46,80,13,60,32,70,63,89,70,75,99,24,17,5,44,72,96,17,17,2,88,50,59,77,38,5,5,60,41,85,66,6,3,2,5,5,56,49,36,43,34,58,49,17,17,67,17,65,31,10,50,81,9,65,89,89,87,100,94,75,99,2,70,70,7,59,3,11,93,99,100,70,70,97,55,21,34,44,6,10,89,89,85,80,74,84,88,52,61,75,57,11
Chris Boucher,TOR,28.8,Big,1666,76,59,45,65,54,52,32,72,58,51,46,42,34,4,4,95,98,97,97,28,54,98,90,93,84,88,33,90,90,82,53,31,99,81,99,93,93,57,69,23,57,30,99,97,93,93,15,2,54,6,98,97,99,90,90,57,41,43,43,96,46,64,14,43,97,97,91,36,75,93,92,71,97,97,98,92,13,76,68,63,69,97,97,62,72,19,46,42,47,45,97,97,95,48,94,99,7,95,41,15,51,25
James Bouknight,CHA,21.1,Combo,234,22,35,20,99,29,96,53,0,80,23,27,59,33,12,7,65,97,95,100,34,3,88,87,88,45,84,56,87,87,85,86,38,63,90,24,88,88,87,62,66,70,81,46,66,88,88,86,64,27,48,33,18,14,87,87,71,51,72,34,15,55,86,46,83,95,95,98,5,45,21,6,78,100,100,99,87,91,96,85,84,92,100,100,20,84,82,90,75,20,31,95,95,92,90,87,84,43,87,86,79,71,24
Avery Bradley,LAL,30.9,Wing,1384,16,79,32,42,13,73,24,0,6,7,20,8,47,5,12,44,39,45,46,42,22,89,41,55,53,33,55,41,41,36,54,28,25,27,42,55,55,40,84,56,80,85,26,43,55,55,46,38,56,45,48,62,61,41,41,76,45,77,73,65,73,67,67,67,45,45,68,20,11,4,8,9,46,46,41,5,69,15,88,51,74,46,46,19,45,15,21,65,95,93,45,45,42,31,46,41,13,44,43,53,52,61
Tony Bradley,CHI,23.8,Big,492,86,19,60,89,54,96,98,0,31,22,51,12,53,30,49,2,95,93,93,98,1,99,81,83,19,56,91,81,81,71,79,64,85,55,90,83,83,77,62,50,59,91,38,66,83,83,80,19,2,2,66,92,93,81,81,42,86,46,80,42,86,27,88,32,93,93,99,2,28,9,2,72,93,93,93,32,95,72,93,69,88,93,93,31,31,97,86,23,34,27,93,93,61,85,59,71,71,78,33,85,33,66
Ignas Brazdeikis,ORL,22.8,Forward,439,2,27,28,63,4,89,20,5,39,61,14,60,43,57,49,78,42,7,10,45,66,10,94,87,12,98,88,94,94,77,99,61,95,98,60,87,87,96,39,32,35,52,60,62,87,87,99,66,2,15,71,3,9,94,94,81,22,76,91,60,87,70,25,66,7,7,15,42,16,18,31,16,10,10,54,53,84,64,33,2,4,10,10,9,82,99,98,30,9,10,7,7,31,20,39,27,8,43,37,10,45,60
Mikal Bridges,PHX,25.2,Wing,2846,57,64,83,66,28,45,36,59,65,33,83,30,97,34,53,89,67,90,93,44,79,38,20,24,7,39,78,20,20,13,60,61,68,71,49,24,24,54,6,34,7,57,30,35,24,24,78,22,33,18,46,55,56,20,20,65,43,60,65,20,64,63,20,53,90,90,83,75,18,76,63,81,93,93,93,65,47,62,34,87,78,93,93,68,44,33,33,45,54,54,90,90,64,23,73,87,37,94,30,29,28,94
Miles Bridges,CHA,23.6,Forward,2824,68,37,71,41,74,76,86,56,81,76,45,89,82,83,63,57,36,51,22,26,46,65,27,13,69,60,19,27,27,28,56,95,39,54,33,13,13,67,32,23,19,7,20,10,13,13,48,59,83,76,61,15,20,27,27,22,96,9,48,86,33,24,95,15,51,51,17,34,26,26,12,60,22,22,71,36,48,37,9,16,7,22,22,33,29,84,58,67,48,57,51,51,94,55,87,98,82,90,65,32,60,81
Oshae Brissett,IND,23.4,Big,1508,16,54,85,34,29,68,72,38,62,8,35,44,14,31,26,86,46,30,38,18,83,20,71,90,78,76,0,71,71,63,90,92,90,56,94,90,90,98,21,63,32,98,44,85,90,90,7,95,82,96,74,22,35,71,71,30,85,22,40,87,41,30,87,19,30,30,31,78,18,10,36,7,38,38,5,3,24,3,99,91,98,38,38,4,9,55,18,21,99,98,30,30,26,13,28,21,7,13,36,3,53,10
Malcolm Brogdon,IND,28.9,Combo,1205,63,26,88,75,87,0,37,75,74,96,26,87,66,84,66,69,30,71,75,73,19,5,8,3,24,59,70,8,8,6,72,4,10,15,13,3,3,4,65,34,51,28,15,12,3,3,8,73,68,78,66,73,79,8,8,18,9,28,37,26,38,20,13,31,71,71,55,26,15,72,37,90,75,75,49,68,41,59,33,94,87,75,75,16,58,80,75,52,69,65,71,71,61,16,75,22,43,34,81,37,86,49
Armoni Brooks,HOU,23.4,Combo,619,57,46,24,36,72,88,32,0,12,4,63,23,29,15,20,86,3,1,34,0,5,7,46,43,73,53,24,46,46,51,90,92,91,99,24,43,43,4,11,98,83,91,58,83,43,43,5,87,97,96,65,27,36,46,46,4,68,6,2,96,1,8,98,18,1,1,2,12,5,68,28,97,34,34,99,68,16,49,70,2,7,34,34,4,98,67,95,56,34,38,1,1,6,33,1,2,72,1,35,19,9,34
Armoni Brooks,TOR,23.4,Combo,139,96,77,10,95,53,0,0,0,10,25,0,8,10,23,60,75,66,79,74,84,13,88,40,25,59,40,64,40,40,29,36,40,50,39,61,25,25,16,34,45,34,66,47,57,25,25,45,63,47,59,72,32,44,40,40,54,41,58,63,55,67,51,40,51,79,79,89,14,8,13,6,50,74,74,97,28,45,31,60,68,65,74,74,12,44,84,73,16,88,73,79,79,69,16,70,37,35,34,84,20,83,10
Dillon Brooks,MEM,25.8,Wing,881,39,77,12,72,17,0,11,77,61,91,73,95,22,82,33,82,63,51,26,75,50,61,67,72,58,78,35,67,67,53,64,71,68,57,67,72,72,29,90,63,89,18,81,64,72,72,58,71,66,75,21,25,16,67,67,77,67,78,8,20,8,95,82,95,51,51,48,59,35,63,75,32,26,26,36,15,23,11,64,44,49,26,26,50,86,55,80,5,48,22,51,51,35,10,34,95,8,97,7,6,6,22
Bruce Brown,BKN,25.2,Forward,1707,86,81,22,89,51,0,53,45,83,44,77,39,69,71,77,65,78,41,59,15,25,58,93,69,97,56,94,93,93,93,66,62,61,64,51,69,69,58,73,40,69,21,66,50,69,69,92,34,29,25,45,18,18,93,93,74,65,72,89,59,95,57,94,47,41,41,62,29,59,23,20,39,59,59,32,52,71,63,61,28,39,59,59,69,1,46,3,95,82,91,41,41,17,78,17,9,63,6,46,73,46,62
Charles Brown,PHI,24.7,Wing,135,69,96,7,98,18,100,61,0,80,49,96,2,0,1,5,60,68,47,45,74,44,26,78,88,57,32,60,78,78,91,37,85,63,79,35,88,88,54,47,84,72,55,89,86,88,88,89,64,72,74,20,7,4,78,78,63,89,48,76,49,58,47,76,37,47,47,62,43,56,21,41,18,45,45,13,90,38,78,80,49,67,45,45,10,71,74,79,76,57,67,47,47,55,38,61,54,14,65,49,39,48,0
Greg Brown,POR,20.2,Big,504,51,86,7,16,28,71,16,48,69,27,11,47,12,45,34,25,85,40,49,35,60,91,96,92,30,72,94,96,96,94,41,34,84,70,82,92,92,79,65,59,67,46,78,73,92,92,100,6,24,5,34,5,5,96,96,56,71,67,22,41,21,69,81,81,40,40,39,52,29,57,41,70,49,49,44,48,93,63,69,19,30,49,49,57,2,34,3,77,92,93,40,40,39,34,53,17,57,25,64,21,72,9
Jaylen Brown,BOS,25.0,Wing,2220,26,50,64,51,88,49,90,28,83,95,60,97,66,89,48,28,95,98,98,80,63,81,60,44,5,72,99,60,60,38,65,45,50,55,45,44,44,44,52,5,13,49,62,60,44,44,63,11,25,9,60,85,86,60,60,80,67,78,59,18,66,84,45,83,98,98,99,53,60,80,54,92,98,98,97,100,90,99,21,56,43,98,98,91,89,77,90,82,0,1,98,98,53,79,47,60,69,69,40,87,28,59
Moses Brown,CLE,22.1,Big,163,79,44,6,86,96,99,93,0,85,21,8,44,72,0,0,78,89,78,78,95,14,54,80,86,18,78,68,80,80,76,71,39,43,62,29,86,86,37,90,37,82,72,73,79,86,86,95,26,18,14,19,39,22,80,80,78,44,81,79,58,61,73,22,82,78,78,86,13,23,16,6,74,78,78,62,88,35,83,71,73,78,78,78,37,90,23,72,39,44,41,78,78,69,53,66,72,67,79,56,60,50,84
Moses Brown,DAL,22.1,Big,134,89,14,5,36,72,0,98,20,98,92,43,65,51,2,2,46,61,31,22,63,52,47,83,85,34,62,68,83,83,89,75,83,66,76,43,85,85,70,55,70,71,86,49,76,85,85,42,61,5,19,95,56,86,83,83,44,81,34,56,84,40,37,67,36,31,31,40,62,42,26,71,8,22,22,20,12,45,17,48,54,54,22,22,55,25,89,65,57,27,32,31,31,29,19,34,4,11,5,82,29,88,47
Sterling Brown,DAL,26.7,Forward,569,23,23,38,62,99,98,45,0,12,12,26,19,9,31,50,21,55,59,90,9,27,19,48,27,50,84,64,48,48,40,86,66,62,90,21,27,27,33,59,26,44,21,31,22,27,27,90,24,70,41,48,10,11,48,48,41,41,40,49,26,55,26,38,32,59,59,74,18,60,22,22,32,90,90,42,66,76,76,88,82,94,90,90,21,16,62,32,96,69,87,59,59,49,83,39,32,55,29,59,85,50,14
Troy Brown,CHI,22.3,Forward,955,1,66,74,70,70,0,57,0,19,11,84,11,28,39,66,85,68,34,55,16,19,57,89,71,59,94,52,89,89,39,93,81,93,91,83,71,71,83,19,33,15,24,68,50,71,71,99,4,6,2,36,64,54,89,89,92,54,95,74,92,77,90,44,94,34,34,43,11,71,12,20,20,55,55,69,44,19,25,37,57,53,55,55,63,48,46,43,48,45,47,34,34,40,87,42,83,67,82,13,77,13,35
Jalen Brunson,DAL,25.2,Combo,2519,9,31,85,39,70,86,40,59,57,97,72,75,82,75,67,77,11,9,7,27,80,40,38,65,90,35,2,38,38,59,32,86,60,34,77,65,65,62,30,66,41,80,62,76,65,65,20,82,78,87,76,21,35,38,38,22,62,12,63,38,60,9,86,5,9,9,8,81,25,47,66,22,7,7,10,5,43,6,54,42,41,7,7,12,20,39,20,15,99,97,9,9,29,11,38,36,39,36,29,6,42,77
Thomas Bryant,WAS,24.3,Big,416,78,12,51,22,47,0,74,99,48,67,37,54,66,53,46,70,43,61,70,70,15,50,30,19,37,37,98,30,30,20,32,18,35,41,38,19,19,37,50,32,37,6,46,19,19,19,83,34,59,43,15,42,21,30,30,81,35,84,50,60,56,86,36,88,61,61,84,11,62,25,18,57,70,70,75,71,60,70,32,59,51,70,70,67,76,74,81,71,5,11,61,61,43,74,37,68,53,75,28,81,22,52
Reggie Bullock,DAL,30.6,Forward,1893,13,26,77,13,22,0,27,65,5,2,84,17,65,16,35,86,13,14,37,52,2,29,31,10,74,75,69,31,31,45,76,34,15,49,11,10,10,60,8,16,5,22,29,20,10,10,71,68,18,42,10,68,33,31,31,19,9,25,35,61,53,18,24,16,14,14,35,2,6,19,3,84,37,37,25,48,92,79,7,43,18,37,37,22,10,7,4,88,97,98,14,14,12,21,11,20,31,15,17,25,16,67
Trey Burke,DAL,29.0,Combo,351,0,40,12,19,18,0,0,0,14,92,0,89,23,61,35,66,34,25,16,88,35,22,58,37,42,60,77,58,58,59,48,50,43,50,40,37,37,64,39,13,17,33,54,42,37,37,53,74,9,36,38,68,59,58,58,31,34,31,44,64,25,26,39,33,25,25,28,34,66,11,58,2,16,16,22,65,30,46,26,39,24,16,16,27,36,94,80,7,69,39,25,25,71,64,74,66,22,78,61,73,56,31
Alec Burks,NYK,30.3,Combo,2309,65,64,23,52,99,77,87,50,96,85,47,31,67,34,47,76,55,58,85,23,40,88,48,32,56,78,35,48,48,41,85,25,44,79,20,32,32,19,39,59,45,45,61,59,32,32,28,67,35,54,68,65,71,48,48,63,11,67,44,17,51,68,21,72,58,58,86,40,4,31,36,30,85,85,88,78,92,92,13,48,25,85,85,84,69,2,16,72,42,53,58,58,58,14,73,45,13,56,64,12,70,48
Jared Butler,UTA,21.2,Combo,266,95,87,2,54,51,0,0,0,16,6,55,77,33,70,61,14,97,99,100,88,70,97,64,42,63,57,66,64,64,48,72,52,40,58,28,42,42,90,66,73,75,17,16,11,42,42,12,65,46,60,0,99,88,64,64,67,56,69,33,8,45,76,37,74,99,99,97,88,26,94,50,99,100,100,99,61,7,24,95,89,97,100,100,75,27,8,9,76,72,76,99,99,86,35,93,98,94,96,40,6,46,36
Jimmy Butler,MIA,32.1,Forward,1926,36,89,97,86,54,0,5,87,99,95,20,95,85,96,91,63,61,40,82,58,5,4,76,62,46,68,36,76,76,59,60,56,85,85,64,62,62,56,23,32,18,16,84,67,62,62,67,26,19,15,72,65,72,76,76,57,37,57,3,29,4,94,47,91,40,40,59,10,4,15,9,44,82,82,82,99,26,97,29,53,44,82,82,17,60,75,72,78,53,65,40,40,60,20,72,41,36,38,54,9,60,28
Kentavious Caldwell-Pope,WAS,28.7,Wing,2326,50,72,74,31,35,77,27,95,50,68,59,61,63,43,29,45,91,75,84,40,42,63,89,74,51,82,75,89,89,84,75,82,61,72,42,74,74,4,14,38,12,90,98,99,74,74,94,45,13,22,7,45,16,89,89,57,79,63,78,33,71,50,69,62,75,75,74,62,19,62,47,75,84,84,48,38,86,61,80,84,90,84,84,82,78,25,54,29,24,21,75,75,35,38,45,63,43,66,21,32,30,52
Facundo Campazzo,DEN,30.6,Point,1098,86,90,6,52,18,0,64,33,46,82,12,10,32,50,94,38,63,46,8,76,90,84,73,71,24,58,26,73,73,46,58,90,71,63,63,71,71,77,58,50,60,26,53,38,71,71,84,37,19,20,60,36,42,73,73,79,83,86,89,91,87,51,63,61,46,46,29,94,59,98,94,94,8,8,24,13,84,24,22,20,13,8,8,95,77,72,81,1,13,2,46,46,2,24,5,1,15,2,48,71,30,26
Vlatko Cancar,DEN,24.6,Big,163,17,2,45,12,21,0,0,0,34,41,0,26,74,78,93,15,74,69,67,62,30,59,65,60,84,23,45,65,65,62,19,52,55,18,86,60,60,78,51,16,24,67,52,60,60,60,24,14,57,23,65,93,94,65,65,60,69,55,39,82,26,65,57,63,69,69,73,45,57,43,40,54,67,67,55,86,51,78,92,30,62,67,67,33,61,58,58,82,39,58,69,69,44,75,47,78,59,62,21,64,29,80
Devin Cannady,ORL,25.4,Combo,139,75,61,83,3,0,0,0,0,7,9,0,12,31,16,25,60,60,13,90,6,0,13,95,80,39,91,97,95,95,97,97,6,60,74,40,80,80,79,95,9,69,59,65,67,80,80,27,65,6,24,73,89,92,95,95,29,2,52,13,19,48,50,26,57,13,13,75,0,0,0,0,6,90,90,13,45,96,84,69,98,96,90,90,2,61,5,16,94,98,99,13,13,7,27,12,39,9,51,5,22,10,30
Clint Capela,ATL,27.5,Big,2041,74,59,72,93,95,64,92,2,49,12,40,22,57,29,35,95,51,64,42,96,28,77,37,18,18,85,86,37,37,35,93,88,32,80,11,18,18,41,9,19,6,65,39,45,18,18,40,41,21,26,70,76,82,37,37,44,70,28,69,9,65,29,65,20,64,64,65,39,52,40,33,61,42,42,73,80,70,82,75,3,12,42,42,80,79,85,89,26,3,4,64,64,73,76,77,91,85,92,38,67,38,76
Jevon Carter,MIL,26.1,Combo,325,47,30,80,32,36,0,70,0,0,8,98,3,100,39,89,89,30,21,25,75,29,21,58,51,56,63,59,58,58,67,74,48,31,67,16,51,51,38,62,29,50,61,50,59,51,51,51,47,30,35,88,34,61,58,58,55,28,60,64,7,69,54,52,58,21,21,28,46,40,22,17,46,25,25,18,12,88,35,37,76,67,25,25,22,71,89,88,11,49,31,21,21,24,69,26,51,53,47,16,64,17,100
Jevon Carter,BKN,26.1,Combo,472,78,7,31,46,65,0,0,0,4,18,0,18,14,21,30,41,56,81,95,80,33,50,22,20,42,14,95,22,22,78,20,77,10,27,9,20,20,49,60,97,94,50,4,6,20,20,31,83,55,80,46,37,35,22,22,2,95,1,1,67,1,7,88,5,81,81,79,21,9,48,14,90,95,95,43,81,85,87,56,87,85,95,95,72,5,19,4,94,74,88,81,81,81,37,93,80,96,90,57,33,78,23
Wendell Carter,ORL,22.5,Big,1848,29,25,71,42,88,48,79,34,48,68,51,81,56,82,79,42,24,80,40,80,91,72,3,2,75,38,26,3,3,5,14,44,20,19,40,2,2,25,3,13,2,19,30,17,2,2,11,65,91,84,30,77,66,3,3,35,45,20,10,50,4,69,28,60,80,80,47,88,91,86,94,25,40,40,28,10,88,36,25,63,47,40,40,89,51,27,37,48,24,27,80,80,80,59,80,65,53,58,76,65,77,60
