Player,Team,Age,Pos,MIN,BLK% Rank,STL% Rank,FOUL% Rank,fgOR% Rank,fgDR% Rank,ftOR% Rank,ftDR% Rank,FT% Rank,SFLD% Rank,FFLD% Rank,AND1% Rank,Usage Rank,PSA Rank,AST% Rank,AST:Usg Rank,TOV% Rank,OnOff_Opp_Diff Rank,OnOff_Opp_OFFENSE: Pts/Poss Rank,OnOff_Opp_OFFENSE: eFG% Rank,OnOff_Opp_OFFENSE: TOV% Rank,OnOff_Opp_OFFENSE: ORB% Rank,OnOff_Opp_OFFENSE: FT Rate Rank,OnOff_Opp_DEFENSE: Pts/Poss Rank,OnOff_Opp_DEFENSE: eFG% Rank,OnOff_Opp_DEFENSE: TOV% Rank,OnOff_Opp_DEFENSE: ORB% Rank,OnOff_Opp_DEFENSE: FT Rate Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_HALFCOURT: Pts/Play Rank,OnOff_Opp_HALFCOURT: OREB% Rank,OnOff_Opp_HALFCOURT: % of Plays Rank,OnOff_Opp_PUTBACKS: Pts/Miss Rank,OnOff_Opp_PUTBACKS: Plays/Miss Rank,OnOff_Opp_PUTBACKS: Pts/Play Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_TEAM FG%: Rim Rank,OnOff_Opp_TEAM FG%: Short Mid Rank,OnOff_Opp_TEAM FG%: Long Mid Rank,OnOff_Opp_TEAM FG%: All Mid Rank,OnOff_Opp_TEAM FG%: Corner Three Rank,OnOff_Opp_TEAM FG%: Non Corner Rank,OnOff_Opp_TEAM FG%: All Three Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_SHOT FREQUENCY: Rim Rank,OnOff_Opp_SHOT FREQUENCY: Short Mid Rank,OnOff_Opp_SHOT FREQUENCY: Long Mid Rank,OnOff_Opp_SHOT FREQUENCY: All Mid Rank,OnOff_Opp_SHOT FREQUENCY: Corner Three Rank,OnOff_Opp_SHOT FREQUENCY: Non Corner Rank,OnOff_Opp_SHOT FREQUENCY: All Three Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_ALL TRANSITION: Pts+/Poss Rank,OnOff_Opp_ALL TRANSITION: Freq Rank,OnOff_Opp_ALL TRANSITION: Pts/Play Rank,OnOff_Opp_OFF STEALS: Pts+/Poss Rank,OnOff_Opp_OFF STEALS: Freq Rank,OnOff_Opp_OFF STEALS: Pts/Play Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Opp_OFF LIVE REBOUNDS: Freq Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts/Play Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_HALFCOURT: Pts/Play Rank,OnOff_Team_HALFCOURT: OREB% Rank,OnOff_Team_HALFCOURT: % of Plays Rank,OnOff_Team_PUTBACKS: Pts/Miss Rank,OnOff_Team_PUTBACKS: Plays/Miss Rank,OnOff_Team_PUTBACKS: Pts/Play Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_TEAM FG%: Rim Rank,OnOff_Team_TEAM FG%: Short Mid Rank,OnOff_Team_TEAM FG%: Long Mid Rank,OnOff_Team_TEAM FG%: All Mid Rank,OnOff_Team_TEAM FG%: Corner Three Rank,OnOff_Team_TEAM FG%: Non Corner Rank,OnOff_Team_TEAM FG%: All Three Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_SHOT FREQUENCY: Rim Rank,OnOff_Team_SHOT FREQUENCY: Short Mid Rank,OnOff_Team_SHOT FREQUENCY: Long Mid Rank,OnOff_Team_SHOT FREQUENCY: All Mid Rank,OnOff_Team_SHOT FREQUENCY: Corner Three Rank,OnOff_Team_SHOT FREQUENCY: Non Corner Rank,OnOff_Team_SHOT FREQUENCY: All Three Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_ALL TRANSITION: Pts+/Poss Rank,OnOff_Team_ALL TRANSITION: Freq Rank,OnOff_Team_ALL TRANSITION: Pts/Play Rank,OnOff_Team_OFF STEALS: Pts+/Poss Rank,OnOff_Team_OFF STEALS: Freq Rank,OnOff_Team_OFF STEALS: Pts/Play Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Team_OFF LIVE REBOUNDS: Freq Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts/Play Rank,eFG% Rank
Eddy Curry,NYK,22.9,Big,1860,49,23,78,56,60,35,10,36,98,83,53,89,96,10,3,17,17,36,65,16,26,68,18,41,2,35,97,18,18,22,48,65,51,51,51,41,41,40,18,63,40,53,34,40,41,41,37,5,51,21,91,86,91,18,18,29,42,33,12,67,16,64,63,63,36,36,52,30,28,36,44,39,65,65,86,25,34,29,32,31,24,65,65,95,34,15,12,24,60,47,36,36,35,57,27,28,46,30,49,76,44,92
Samuel Dalembert,PHI,25.5,Big,1757,96,37,38,70,94,22,63,56,53,24,62,24,80,12,12,9,51,33,55,29,37,7,75,66,29,75,94,75,75,56,89,94,86,90,50,66,66,74,7,61,25,36,88,80,66,66,62,69,32,44,53,44,47,75,75,51,76,50,33,47,49,58,89,55,33,33,31,34,40,16,19,35,55,55,56,60,56,60,20,76,58,55,55,17,86,67,83,54,26,35,33,33,65,76,54,28,28,53,78,80,59,78
Erick Dampier,DAL,30.3,Big,1912,82,21,54,99,84,43,50,23,89,58,34,30,47,32,39,16,44,43,35,15,96,16,51,41,20,70,79,51,51,44,77,37,33,39,45,41,41,49,86,9,35,10,60,28,41,41,50,27,20,15,51,97,90,51,51,75,19,77,49,45,54,73,28,78,43,43,35,94,54,94,96,36,35,35,27,21,32,21,77,60,74,35,35,68,39,43,37,78,37,54,43,43,9,36,8,16,34,20,11,55,12,42
Antonio Daniels,WAS,30.6,Point,2248,50,10,98,13,37,0,25,68,98,67,65,17,67,10,29,92,62,79,83,53,19,97,27,30,41,37,44,27,27,40,35,41,12,12,27,30,30,33,40,57,50,81,56,73,30,30,3,40,99,97,16,40,27,27,27,19,74,13,8,33,5,44,65,40,79,79,86,45,14,12,20,32,83,83,76,91,54,80,47,58,56,83,83,57,30,40,31,82,57,73,79,79,86,18,83,97,46,92,53,16,56,33
Marquis Daniels,DAL,24.8,Wing,1729,38,75,66,86,24,73,31,37,80,45,47,58,53,79,85,40,27,21,29,43,65,16,53,75,31,43,30,53,53,59,30,39,72,51,82,75,75,78,85,55,76,29,64,48,75,75,23,53,66,66,23,76,59,53,53,52,35,50,28,45,27,61,52,57,21,21,20,70,59,67,60,64,29,29,22,65,79,81,4,14,4,29,29,82,77,27,45,41,28,32,21,21,31,47,36,9,47,16,60,58,53,55
Antonio Davis,NYK,37.0,Forward,747,43,47,33,97,67,82,35,51,68,75,82,13,33,0,5,0,6,11,21,36,30,1,11,8,17,72,61,11,11,27,77,8,26,34,32,8,8,25,19,7,5,38,37,35,8,8,17,78,27,44,84,81,86,11,11,2,4,5,23,35,25,2,4,5,11,11,14,22,4,2,1,57,21,21,15,51,11,25,48,85,79,21,21,45,36,65,55,37,60,52,11,11,26,19,22,17,5,24,38,50,33,20
Antonio Davis,TOR,37.0,Forward,190,12,7,18,95,33,0,87,0,100,20,43,8,12,15,27,15,98,92,99,46,87,2,89,56,52,84,96,89,89,82,98,94,19,81,1,56,56,64,4,92,45,5,67,23,56,56,22,45,3,4,100,100,100,89,89,91,82,83,95,97,99,71,20,42,92,92,92,79,28,81,97,6,99,99,53,98,95,99,31,100,95,99,99,86,47,39,40,71,18,31,92,92,65,14,87,30,59,6,80,21,97,33
Baron Davis,GSW,26.6,Point,1960,73,77,52,63,88,60,33,3,81,85,83,98,42,96,60,69,82,86,90,93,10,51,47,56,60,54,28,47,47,41,66,81,70,69,60,56,56,66,12,82,51,70,18,31,56,56,65,59,22,29,49,69,65,47,47,36,88,44,45,48,14,39,74,59,86,86,87,13,36,26,18,59,90,90,96,75,60,70,35,45,38,90,90,46,30,10,8,79,94,94,86,86,97,57,94,53,68,55,99,31,96,42
Dale Davis,DET,36.6,Big,149,87,0,42,85,58,0,46,0,68,29,0,5,5,34,65,71,3,29,12,33,63,97,1,2,0,62,67,1,1,5,91,0,5,14,10,2,2,58,2,1,0,57,18,27,2,2,25,84,53,75,10,71,43,1,1,0,0,2,0,0,2,14,9,9,29,29,63,37,27,25,44,20,12,12,62,40,10,14,5,74,22,12,12,13,48,68,66,93,38,71,29,29,7,7,8,2,8,1,33,16,46,8
Ricky Davis,BOS,26.1,Wing,1738,24,35,96,43,28,46,25,57,27,87,86,81,55,93,90,53,99,96,77,97,93,16,94,97,26,63,100,94,94,92,66,92,89,59,96,97,97,89,52,94,92,22,97,91,97,97,33,63,78,80,8,59,30,94,94,91,93,62,93,95,71,56,35,28,96,96,85,88,98,4,25,3,77,77,84,77,55,67,82,48,66,77,77,7,74,76,83,47,61,57,96,96,96,99,94,39,95,9,99,95,99,65
Ricky Davis,MIN,26.1,Wing,1451,27,42,85,19,27,87,83,74,44,85,30,87,44,92,84,51,93,96,95,76,55,81,41,31,19,97,23,41,41,6,97,54,97,77,98,31,31,23,14,18,12,99,13,68,31,31,44,64,8,18,88,87,91,41,41,85,73,55,43,4,35,95,47,82,96,96,89,52,81,73,18,98,95,95,84,99,88,98,65,50,55,95,95,41,52,82,78,31,25,25,96,96,86,92,76,57,60,63,89,92,78,40
Carlos Delfino,DET,23.2,Wing,613,94,34,10,74,76,75,62,11,45,27,11,39,23,46,47,45,2,17,19,22,34,67,2,3,5,68,38,2,2,2,58,28,61,66,46,3,3,4,25,60,45,21,12,9,3,3,47,94,61,88,14,11,9,2,2,8,21,7,37,56,30,5,21,9,17,17,13,39,43,56,48,69,19,19,23,3,41,12,35,55,48,19,19,43,14,60,35,75,73,76,17,17,45,41,42,81,36,85,35,72,35,31
Tony Delk,DET,31.8,Combo,358,29,36,80,84,87,0,0,0,33,29,75,56,60,25,18,89,13,56,12,28,99,48,6,7,7,90,6,6,6,0,90,79,79,80,65,7,7,49,2,25,4,12,29,12,7,7,54,96,7,43,30,70,55,6,6,67,63,83,71,52,95,39,57,42,56,56,8,97,97,91,99,3,12,12,80,1,54,8,6,71,33,12,12,21,62,84,83,20,42,33,56,56,98,41,97,99,24,99,81,63,80,80
Luol Deng,CHI,20.5,Forward,2592,67,48,100,47,55,27,92,53,45,55,47,70,52,65,48,87,81,77,53,82,70,72,69,93,18,66,34,69,69,90,54,46,44,28,70,93,93,89,62,87,88,44,71,64,93,93,10,58,53,58,73,82,83,69,69,14,59,14,2,61,4,45,61,38,77,77,50,78,89,77,54,89,53,53,54,84,62,78,34,33,26,53,53,80,51,55,52,12,35,24,77,77,75,87,71,74,84,77,69,80,66,48
Boris Diaw,PHX,23.5,Big,2842,41,44,87,11,22,23,5,66,36,77,85,80,82,100,100,59,96,85,88,85,40,50,91,79,30,87,86,91,91,65,87,74,80,78,64,79,79,64,66,62,68,22,82,72,79,79,45,6,61,27,82,73,81,91,91,95,66,94,95,64,89,89,27,87,85,85,88,36,65,76,56,93,88,88,66,33,84,76,75,65,75,88,88,87,26,33,24,81,31,50,85,85,80,82,72,35,95,20,90,54,83,83
Dan Dickau,BOS,27.1,Point,229,58,87,0,62,2,100,92,0,6,87,0,13,87,33,65,6,59,88,99,39,7,49,13,9,82,4,66,13,13,15,1,67,37,16,75,9,9,12,97,80,97,13,3,2,9,9,35,10,98,89,65,5,14,13,13,32,90,14,94,87,91,6,91,2,88,88,94,37,14,20,8,78,99,99,89,0,100,64,90,100,100,99,99,31,38,88,77,19,44,34,88,88,30,53,47,47,92,36,22,58,38,63
Travis Diener,ORL,23.7,Combo,224,0,38,31,0,33,100,0,0,0,33,98,4,98,13,33,42,3,10,3,63,8,97,4,4,56,26,7,4,4,0,10,7,22,9,67,4,4,27,10,47,22,61,8,15,4,4,12,97,93,98,2,17,4,4,4,94,69,93,98,96,96,66,95,70,10,10,18,27,30,80,78,59,3,3,3,2,0,0,95,29,57,3,3,39,2,3,1,97,100,99,10,10,8,1,16,1,0,1,62,5,91,100
Ike Diogu,GSW,22.1,Big,967,49,14,39,51,18,66,18,90,81,53,54,72,89,46,27,34,24,44,21,20,93,73,22,12,29,86,59,22,22,17,84,66,86,72,90,12,12,19,36,4,5,75,48,68,12,12,52,56,46,50,63,37,47,22,22,12,25,12,42,39,41,10,8,13,44,44,32,95,34,89,88,66,21,21,49,56,21,30,26,41,31,21,21,86,96,45,82,19,3,5,44,44,10,22,25,14,80,15,17,16,34,60
DeSagana Diop,DAL,23.8,Big,1490,98,82,15,78,49,70,22,16,58,17,54,0,34,11,37,35,67,55,67,90,4,32,73,65,87,54,50,73,73,62,69,87,94,90,81,65,65,82,21,62,39,79,34,52,65,65,85,37,36,30,46,28,33,73,73,36,71,37,52,46,42,37,62,36,55,55,64,4,18,4,1,59,67,67,79,48,68,61,37,79,71,67,67,24,86,85,93,11,20,13,55,55,91,58,92,88,53,85,81,29,83,44
Juan Dixon,POR,27.1,Wing,1912,12,48,55,18,18,0,37,69,25,59,82,85,45,68,37,68,58,69,43,94,49,56,39,38,24,66,51,39,39,16,72,45,76,63,77,38,38,35,61,10,21,72,61,72,38,38,88,37,28,24,34,43,38,39,39,85,67,77,82,27,63,69,72,72,69,69,74,56,71,72,75,53,43,43,53,52,55,55,29,34,25,43,43,59,52,63,65,17,40,29,69,69,30,32,30,57,67,64,22,36,20,47
Michael Doleac,MIA,28.4,Big,302,22,71,39,24,37,0,20,88,48,4,0,28,47,16,18,57,3,3,1,8,55,57,11,9,83,14,49,11,11,30,25,38,32,50,20,9,9,1,52,94,90,10,35,13,9,9,20,20,92,75,54,46,48,11,11,5,25,5,13,55,37,9,19,6,3,3,4,37,20,43,40,57,1,1,1,53,98,94,21,0,0,1,1,27,38,99,97,14,6,6,3,3,17,13,16,30,36,14,14,15,18,31
Keyon Dooling,ORL,25.5,Combo,1126,38,84,18,18,7,67,58,79,67,80,24,65,36,40,20,49,78,51,51,63,42,55,89,97,68,17,32,89,89,97,11,19,24,19,46,97,97,72,29,95,90,77,95,97,97,97,27,80,45,63,77,38,56,89,89,43,70,47,36,81,32,44,76,52,51,51,65,49,63,47,63,28,51,51,51,84,66,81,10,27,13,51,51,51,47,80,74,45,18,23,51,51,18,51,18,59,25,68,11,42,9,35
Chris Duhon,CHI,23.2,Point,2116,21,46,62,25,71,58,83,63,38,37,44,15,71,52,81,35,21,31,55,25,27,64,28,19,70,41,35,28,28,10,17,24,52,23,86,19,19,21,24,19,15,57,66,66,19,19,9,35,93,82,25,73,55,28,28,81,30,89,52,61,79,81,41,82,31,31,50,17,22,14,26,19,55,55,70,56,46,50,64,9,18,55,55,74,49,13,16,70,78,77,31,31,57,24,57,37,57,24,65,23,64,77
Tim Duncan,SAS,29.5,Big,2775,86,70,93,58,96,77,79,35,71,95,66,97,46,97,82,78,84,66,42,85,85,43,85,90,14,57,94,85,85,84,63,39,86,84,67,90,90,79,94,64,93,60,11,19,90,90,88,70,3,9,91,50,74,85,85,48,46,57,78,31,87,32,69,33,66,66,38,75,89,93,87,86,42,42,94,79,8,34,22,28,20,42,42,94,98,41,86,4,1,1,66,66,75,86,80,15,89,8,92,83,96,37
Mike Dunleavy,GSW,25.1,Forward,2551,42,32,73,10,45,23,30,62,50,65,52,60,43,90,90,75,68,75,70,91,12,75,45,38,15,41,90,45,45,35,67,68,57,66,43,38,38,43,47,24,29,75,50,69,38,38,47,42,64,59,43,41,41,45,45,73,71,64,88,85,73,35,38,34,75,75,80,9,88,57,41,72,70,70,56,55,89,87,33,64,51,70,70,51,72,48,61,3,77,41,75,75,50,90,38,61,87,59,54,94,38,32
Ronald Dupree,MIN,24.8,Forward,229,0,90,3,73,37,63,70,0,95,40,13,42,13,75,82,12,2,5,21,46,51,1,8,48,58,14,7,8,8,35,23,21,9,11,24,48,48,2,70,70,78,72,98,98,48,48,55,83,51,71,33,18,20,8,8,6,36,24,22,100,8,10,22,39,5,5,3,87,51,40,37,54,21,21,30,2,59,17,2,80,45,21,21,38,11,41,18,67,92,87,5,5,73,54,78,82,100,77,65,33,70,57
John Edwards,ATL,24.3,Big,280,75,10,1,23,4,0,6,0,15,15,37,15,38,13,18,30,8,15,24,44,3,45,13,18,10,77,6,13,13,8,85,95,91,93,51,18,18,30,3,96,53,80,5,16,18,18,13,34,71,59,62,78,78,13,13,25,56,48,44,73,53,27,85,52,15,15,55,14,1,14,19,35,24,24,88,36,24,25,5,82,45,24,24,1,96,93,99,21,42,34,15,15,2,6,2,3,10,15,3,15,3,42
Howard Eisley,DEN,32.9,Point,270,77,33,40,6,21,0,0,0,44,69,0,44,25,63,63,48,30,60,80,89,50,11,13,19,19,96,3,13,13,6,42,76,57,86,6,19,19,2,100,98,100,16,1,2,19,19,38,1,99,90,0,80,11,13,13,46,7,30,2,4,1,81,4,81,60,60,70,32,6,19,44,12,80,80,39,74,87,88,69,86,90,80,80,10,19,94,81,63,47,53,60,60,92,32,99,97,16,100,78,43,92,21
Howard Eisley,LAC,32.9,Point,109,0,37,21,15,94,0,96,0,0,17,100,8,0,75,100,98,4,1,1,7,44,82,37,13,38,100,28,37,37,14,99,100,97,100,0,13,13,2,58,73,72,39,14,16,13,13,93,15,24,13,92,11,41,37,37,35,90,26,14,14,20,41,99,27,1,1,1,72,32,78,53,92,1,1,77,3,3,2,96,0,1,1,1,0,29,46,33,94,99,99,1,1,1,16,3,2,25,6,4,12,5,0
Monta Ellis,GSW,20.0,Combo,829,84,47,78,73,56,0,95,14,56,9,25,36,20,29,25,38,57,35,27,13,89,85,82,76,68,58,26,82,82,82,31,31,58,32,78,76,76,34,80,51,71,74,87,90,76,76,67,19,91,71,36,9,14,82,82,82,69,67,62,82,74,80,65,55,35,35,31,85,71,41,71,17,27,27,24,84,18,40,50,30,35,27,27,90,84,30,54,51,6,10,35,35,63,39,46,58,63,34,59,21,51,36
Francisco Elson,DEN,29.7,Big,1547,45,88,43,21,37,49,57,38,33,7,37,6,70,35,63,22,68,54,80,47,4,40,74,42,73,60,92,74,74,73,69,63,52,70,36,42,42,58,18,63,41,62,26,37,42,42,54,61,38,45,52,56,53,74,74,29,36,39,30,79,26,53,28,59,54,54,58,5,39,29,5,91,80,80,67,94,68,87,86,66,84,80,80,19,37,92,84,40,27,29,54,54,71,89,59,85,39,74,43,90,45,80
Melvin Ely,CHA,27.5,Big,1319,56,53,75,26,15,22,68,46,64,97,54,82,65,82,72,41,70,57,53,36,63,60,74,68,13,95,70,74,74,70,93,55,77,87,40,68,68,65,67,84,86,91,6,23,68,68,81,53,35,38,48,23,30,74,74,32,34,33,15,28,8,74,24,80,57,57,72,75,3,36,46,35,53,53,27,97,53,89,28,59,48,53,53,15,99,19,86,62,23,35,57,57,10,4,13,14,4,35,16,6,16,62
Maurice Evans,DET,27.0,Wing,1037,80,58,15,93,13,89,46,65,37,16,31,26,51,24,35,88,22,23,21,2,97,12,42,46,36,63,16,42,42,67,44,21,70,82,39,46,46,62,16,64,42,40,56,53,46,46,16,93,47,80,57,45,49,42,42,5,2,6,3,5,13,19,2,17,23,23,8,96,72,73,90,21,21,21,28,48,18,21,43,48,47,21,21,30,19,75,52,92,34,65,23,23,60,55,58,82,83,80,46,43,47,63
Reggie Evans,DEN,25.5,Big,595,6,63,71,72,100,32,82,12,97,89,11,37,16,24,26,5,22,53,39,55,90,11,14,2,32,96,89,14,14,5,97,52,88,87,53,2,2,5,68,23,39,21,4,3,2,2,12,73,29,42,87,88,92,14,14,46,31,55,31,28,29,54,28,61,53,53,29,93,62,54,65,37,39,39,20,73,2,19,57,84,84,39,39,15,71,50,64,49,77,73,53,53,39,51,44,88,26,89,25,60,24,20
Reggie Evans,OKC,25.5,Big,782,3,80,64,98,95,85,96,17,86,96,27,46,54,38,39,53,10,16,22,9,49,42,19,15,45,97,15,19,19,1,99,59,91,92,64,15,15,9,93,45,77,27,45,32,15,15,11,60,96,94,14,31,19,19,19,95,38,96,59,22,64,95,79,96,16,16,18,64,26,53,28,82,22,22,60,8,38,15,85,4,24,22,22,2,78,8,21,93,97,98,16,16,3,37,4,4,67,7,11,24,10,66
Daniel Ewing,LAC,22.6,Combo,902,67,65,45,76,16,0,40,88,20,5,4,15,15,24,38,31,29,28,19,27,73,73,46,62,72,25,30,46,46,45,12,66,67,22,94,62,62,58,38,90,83,21,59,41,62,62,38,86,51,75,20,44,31,46,46,34,92,31,67,84,68,17,95,18,28,28,14,69,36,82,43,97,19,19,85,50,7,18,40,2,2,19,19,73,15,47,25,53,68,64,28,28,56,45,58,75,45,73,45,21,45,24
Raymond Felton,CHA,21.3,Combo,2362,35,75,67,87,45,95,85,26,62,67,71,69,24,93,80,55,81,89,95,55,67,29,35,17,19,75,88,35,35,30,81,19,43,31,60,17,17,31,8,75,33,36,20,18,17,17,32,49,36,38,70,82,82,35,35,21,36,22,61,66,67,16,16,19,89,89,94,40,23,71,70,60,95,95,43,74,85,89,86,94,96,95,95,85,40,14,14,82,60,73,89,89,32,16,34,65,43,72,20,25,18,27
Michael Finley,SAS,32.7,Forward,1975,3,10,98,0,23,0,5,94,3,42,18,57,62,63,57,95,16,22,37,54,5,61,30,41,24,79,55,30,30,45,73,47,54,84,18,41,41,23,74,76,84,9,47,20,41,41,55,59,58,63,36,28,30,30,30,23,29,26,4,26,4,64,59,75,22,22,37,9,7,18,5,87,37,37,73,16,55,30,49,55,52,37,37,2,38,86,74,65,83,80,22,22,16,8,35,13,20,23,25,15,48,62
Derek Fisher,GSW,31.2,Combo,2548,22,87,47,44,15,58,84,77,53,93,44,49,71,58,65,73,63,51,41,78,46,71,72,63,74,80,19,72,72,58,59,67,40,50,36,63,63,57,73,67,76,19,54,35,63,63,80,79,39,55,39,10,15,72,72,87,87,63,87,70,82,71,91,44,51,51,53,65,59,63,61,56,41,41,24,15,91,64,85,27,50,41,41,24,41,64,57,86,45,66,51,51,30,37,40,50,20,47,21,44,31,56
Gerald Fitch,MIA,23.2,Point,212,98,29,12,71,81,0,75,0,67,15,23,58,6,29,17,85,49,12,4,60,72,14,95,98,45,55,43,95,95,94,41,57,95,65,100,98,98,95,0,75,11,72,99,100,98,98,91,100,0,14,40,56,49,95,95,13,41,36,94,99,97,2,39,10,12,12,11,65,11,30,32,39,4,4,6,26,10,12,9,72,43,4,4,23,78,58,73,4,79,45,12,12,3,12,5,6,2,2,9,21,19,4
T.J. Ford,MIL,22.6,Point,2538,38,63,60,77,90,0,90,34,71,52,85,73,37,67,50,15,75,66,45,41,85,58,71,64,35,64,84,71,71,59,55,85,89,66,94,64,64,71,48,75,67,18,64,37,64,64,34,36,44,37,73,75,79,71,71,42,87,32,78,75,73,33,71,28,66,66,46,81,86,74,72,61,45,45,25,83,85,89,40,18,19,45,45,66,85,32,59,59,19,28,66,66,37,92,20,43,58,35,36,89,23,35
Danny Fortson,OKC,29.6,Big,273,5,22,2,94,70,72,84,79,99,87,96,47,99,2,1,1,100,90,69,17,95,98,98,92,94,72,20,98,98,78,29,99,99,83,98,92,92,46,9,25,9,100,94,99,92,92,94,51,23,25,96,2,16,98,98,98,96,97,81,99,18,98,5,97,90,90,85,97,51,81,82,63,69,69,69,98,19,79,11,52,33,69,69,67,10,65,33,39,64,56,90,90,58,49,67,32,37,22,53,22,73,77
Jeff Foster,IND,28.8,Big,1573,19,69,65,99,96,53,23,29,90,54,37,10,86,43,69,33,74,81,48,54,98,36,43,31,4,96,74,43,43,20,95,73,88,96,38,31,31,18,44,48,43,74,63,75,31,31,16,62,75,77,51,53,52,43,43,41,29,56,60,22,72,33,11,36,81,81,61,97,85,82,97,8,48,48,20,37,48,42,62,74,77,48,48,56,23,78,60,31,39,37,81,81,76,38,80,83,70,87,54,32,52,91
Adonal Foyle,GSW,30.7,Big,1818,91,59,65,35,25,54,66,30,28,12,95,4,46,17,37,12,70,18,43,21,16,19,97,96,15,33,100,97,97,98,45,34,81,73,78,96,96,95,91,87,95,58,16,26,96,96,40,10,25,11,93,95,97,97,97,38,13,61,33,34,55,52,36,61,18,18,36,6,75,10,21,15,43,43,50,56,61,62,34,47,41,43,43,20,45,76,70,32,63,52,18,18,61,91,45,22,49,25,79,83,61,54
Richie Frahm,HOU,28.2,Wing,109,0,2,80,0,47,0,84,0,15,5,0,22,82,25,42,69,78,54,67,77,42,8,86,79,96,21,4,86,86,50,14,3,69,11,97,79,79,96,4,29,4,53,93,89,79,79,82,59,62,66,7,17,8,86,86,88,9,91,99,54,97,25,50,52,54,54,39,66,93,68,77,33,67,67,49,3,77,31,2,87,50,67,67,72,2,0,0,100,100,100,54,54,94,83,91,97,88,90,78,48,76,95
Richie Frahm,MIN,28.2,Combo,217,87,4,33,45,51,0,76,0,0,2,98,7,29,9,22,100,6,62,90,5,56,84,0,1,1,8,5,0,0,0,30,14,18,65,3,1,1,0,3,82,23,83,79,89,1,1,10,13,98,90,95,7,36,0,0,20,10,15,0,12,1,99,5,100,62,62,90,83,10,15,71,1,90,90,6,99,94,100,70,81,88,90,90,19,94,27,67,80,45,60,62,62,10,14,7,0,18,0,78,88,83,65
Steve Francis,NYK,28.7,Combo,639,85,62,35,75,84,0,29,44,98,84,55,64,67,60,56,13,78,68,61,36,85,92,73,81,20,50,80,73,73,85,61,11,32,40,37,81,81,54,57,65,66,11,97,81,81,81,59,15,47,28,85,56,71,73,73,34,24,31,48,52,51,36,8,35,68,68,60,92,93,86,94,29,61,61,79,91,22,44,1,23,6,61,61,92,77,5,16,77,31,48,68,68,48,80,28,11,45,17,85,93,84,38
Steve Francis,ORL,28.7,Combo,1731,65,35,65,100,78,0,67,56,93,95,40,89,58,84,60,25,26,20,8,18,44,81,57,51,41,47,27,57,57,47,42,33,33,50,25,51,51,86,37,56,45,2,72,17,51,51,76,39,41,36,74,22,41,57,57,77,33,87,97,94,95,39,9,63,20,20,24,74,59,14,52,6,8,8,11,6,49,11,92,44,88,8,8,70,72,75,80,18,9,7,20,20,32,71,20,8,24,4,48,70,53,31
Channing Frye,NYK,22.5,Big,1522,48,38,58,61,44,53,30,92,42,63,49,89,60,59,36,76,89,66,15,89,88,80,92,84,88,62,39,92,92,77,52,87,73,71,62,84,84,75,85,70,86,43,63,58,84,84,78,44,71,65,39,5,9,92,92,90,83,86,88,14,91,77,95,61,66,66,47,88,92,95,92,73,15,15,12,49,77,70,59,7,17,15,15,10,66,89,90,25,44,38,66,66,22,64,16,55,81,49,15,39,8,34
Dan Gadzuric,MIL,27.7,Big,844,80,75,10,79,67,28,14,2,42,66,91,59,70,37,27,91,63,63,50,82,67,18,56,43,91,30,10,56,56,51,33,82,17,67,2,43,43,64,16,34,18,80,31,55,43,43,78,31,50,41,29,36,32,56,56,69,55,62,93,45,89,34,43,30,63,63,70,58,66,38,56,30,50,50,50,64,21,35,50,70,67,50,50,43,41,62,52,26,70,54,63,63,56,69,40,76,51,61,38,78,27,91
Francisco Garcia,SAC,23.8,Wing,1217,99,36,22,62,82,0,15,33,40,49,92,24,37,51,70,15,31,19,29,35,20,33,68,82,39,59,16,68,68,59,36,51,56,38,71,82,82,77,21,86,62,55,75,74,82,82,51,43,50,48,39,61,51,68,68,77,39,71,65,70,50,68,37,67,19,19,22,19,16,41,13,90,29,29,17,95,38,66,24,36,25,29,29,20,76,37,53,61,76,74,19,19,34,17,40,33,15,33,46,17,50,41
