player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_pts/poss_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_pts/poss_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_pts/poss_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_pts/poss_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Eric Bledsoe,LAC,21.9,Combo,431,98,98,2,98,87,93,0,3,96,38,51,42,27,64,60,4,71,16,52,12,24,23,97,86,99,80,82,97,96,82,37,81,82,73,43,91,45,80,28,97,92,86,77,31,55,7,15,7,97,43,7,64,26,6,77,57,30,57,16,23,18,92,37,16,83,59,48,44,47,58,39,48,69,24,52,35,90,23,48,16,57,99,25,69,84,37,50,94,34,24,73,13,9,4,7,0,3,96,20,22,4,89,11,20,62,3,71,69,73,0
Andrew Bogut,MIL,26.9,Big,363,88,76,50,19,89,0,7,0,15,96,84,83,19,95,87,48,85,19,62,18,2,6,99,98,80,90,63,99,98,96,63,98,98,90,86,98,29,91,65,96,94,97,0,13,1,87,82,90,99,84,18,86,87,73,90,64,22,67,19,43,4,2,1,1,6,97,55,12,26,52,22,25,41,99,2,47,58,63,62,19,48,28,67,67,34,80,30,9,36,25,85,17,83,14,0,0,0,32,99,22,78,0,0,0,25,0,80,25,97,0
Matt Bonner,SAS,31.6,Big,1299,18,4,98,2,20,32,28,0,1,32,0,17,88,51,73,100,92,96,97,94,12,56,44,66,21,59,40,44,52,60,94,69,79,44,76,37,46,39,36,47,39,95,13,20,11,22,44,32,44,32,89,18,43,99,13,28,63,28,96,98,35,19,54,35,82,94,70,18,41,83,74,85,64,33,0,2,74,98,97,96,80,25,89,91,44,95,60,43,68,91,66,76,93,91,92,89,91,1,25,29,15,98,100,100,45,91,5,76,55,89
Trevor Booker,WAS,23.9,Big,1243,46,83,40,65,38,40,39,22,42,65,89,40,71,30,35,52,64,81,76,40,61,70,28,59,3,30,48,28,46,12,42,41,43,42,17,64,61,71,94,47,86,62,50,82,78,10,21,12,28,30,58,22,9,64,12,58,56,47,81,85,63,38,52,47,62,67,77,48,66,58,84,82,53,37,75,65,39,38,36,81,43,47,44,40,15,59,33,63,35,74,88,48,57,52,0,0,0,52,61,60,58,0,0,0,76,0,80,68,72,66
Carlos Boozer,CHI,29.9,Big,1946,9,72,77,20,94,0,58,57,17,11,58,84,66,83,69,70,19,52,72,67,11,18,7,2,21,73,86,7,3,95,28,67,67,60,1,47,25,30,14,28,16,5,91,44,77,66,84,84,7,15,33,19,18,31,33,25,32,24,52,71,8,37,44,23,73,75,70,91,90,34,54,46,75,74,84,89,16,5,6,52,31,64,35,65,52,79,23,88,23,73,81,91,81,92,0,0,0,26,60,89,83,0,55,52,77,0,34,16,52,0
Chris Bosh,MIA,27.6,Big,1977,27,50,94,11,54,59,65,94,66,61,50,88,73,72,49,73,90,89,96,58,28,89,72,66,42,45,77,72,38,79,22,41,27,64,82,54,80,75,57,23,27,58,34,65,52,42,41,40,72,94,35,97,78,25,85,93,16,94,89,95,19,90,70,53,79,98,68,56,62,92,84,95,84,80,68,83,6,8,6,89,71,97,48,67,94,27,52,91,44,52,70,64,75,71,33,26,41,27,61,82,80,89,80,82,55,39,58,53,61,66
Earl Boykins,HOU,35.4,Point,110,0,0,88,0,47,0,0,0,56,95,0,53,22,41,34,80,13,3,8,7,36,69,81,100,0,0,99,81,100,7,0,0,0,3,83,95,100,100,98,99,99,15,25,91,78,19,78,61,81,17,9,30,0,71,11,82,73,70,3,4,27,11,1,1,6,3,69,92,89,2,83,14,0,77,100,100,18,13,13,3,92,42,71,9,0,100,99,81,68,2,0,98,20,42,0,0,0,3,23,100,100,27,48,44,11,0,25,0,27,2
Avery Bradley,BOS,20.9,Combo,1300,67,40,24,80,9,0,33,46,56,31,29,13,82,7,11,38,75,48,70,38,18,61,87,84,63,44,86,87,76,46,64,85,67,92,71,69,78,80,17,73,49,81,44,24,27,51,36,39,87,81,67,78,54,54,64,91,68,85,48,79,16,18,40,35,62,72,55,81,81,39,27,29,72,28,67,50,57,25,33,48,15,16,20,35,3,30,20,16,32,98,91,20,58,44,97,0,95,91,16,76,51,73,0,7,91,92,7,7,9,0
Elton Brand,PHI,32.6,Big,1728,78,80,47,50,42,60,41,68,32,28,75,60,45,74,70,88,73,58,67,51,23,38,76,83,43,29,82,76,75,53,58,71,61,76,61,68,31,46,71,70,78,92,6,11,4,74,81,85,76,84,41,87,53,47,64,85,40,87,58,59,13,55,21,25,33,84,49,82,73,18,66,46,35,80,60,78,47,32,35,58,80,79,77,92,46,82,47,60,51,48,63,89,83,93,0,0,0,7,96,73,98,70,0,54,52,0,21,27,39,0
Corey Brewer,DEN,25.7,Wing,1245,66,93,22,74,28,84,51,18,75,38,31,52,45,49,43,69,45,49,43,26,88,14,46,40,93,15,18,46,57,20,1,4,2,40,69,21,27,15,49,74,72,12,83,85,92,35,29,27,46,30,3,62,58,19,80,17,3,34,49,32,84,92,51,82,16,40,31,60,43,50,15,23,86,55,20,24,87,16,38,49,84,91,54,82,78,53,69,90,45,53,55,34,45,28,15,2,8,96,53,6,10,80,15,32,89,8,20,7,27,3
Ronnie Brewer,CHI,26.6,Wing,1585,59,85,95,89,47,72,25,1,59,24,23,24,16,63,81,63,36,37,66,33,17,57,51,53,55,21,87,51,55,18,43,81,33,97,35,49,65,62,78,53,64,37,56,36,43,82,61,75,51,19,36,29,11,46,12,49,22,60,37,46,29,47,33,15,75,91,90,22,50,50,42,44,82,44,75,67,39,9,13,37,58,81,50,92,90,88,28,62,31,22,41,22,41,32,20,0,22,89,11,85,64,47,4,16,43,24,29,23,3,50
Jon Brockman,MIL,24.6,Big,169,0,5,12,90,63,0,51,0,54,46,0,21,0,44,65,24,28,6,16,1,95,29,90,39,97,66,28,90,87,26,77,92,95,70,46,13,42,17,47,67,59,95,40,46,38,1,29,5,90,30,11,53,79,33,92,10,20,17,6,3,96,46,39,77,15,28,69,46,57,22,11,7,20,74,86,90,59,19,29,6,66,43,62,90,2,95,42,56,18,0,1,0,17,4,0,0,0,65,21,61,40,0,0,0,1,0,100,99,1,0
MarShon Brooks,BKN,22.8,Wing,1611,44,59,47,87,34,91,47,38,63,62,84,84,42,76,53,17,21,38,40,35,48,47,26,10,45,23,77,26,15,23,34,21,37,20,58,3,75,27,17,11,7,44,65,65,71,35,35,30,26,87,33,83,66,12,75,92,61,81,38,37,46,73,57,59,53,88,61,20,32,25,26,20,84,77,37,56,30,13,15,38,44,72,40,90,95,85,13,55,12,43,46,83,53,75,27,35,32,59,94,59,80,12,41,25,64,33,97,86,94,97
Derrick Brown,CHA,24.1,Forward,1292,10,58,52,81,13,73,10,14,92,58,88,31,79,48,58,65,58,65,50,43,78,55,45,52,52,40,35,45,60,56,33,69,69,59,15,67,49,60,85,80,88,36,92,20,61,9,80,52,45,12,38,12,16,10,49,17,61,13,65,51,78,28,84,71,89,59,57,60,60,52,27,27,71,51,67,64,34,21,21,65,49,21,67,11,18,13,79,15,85,79,75,67,56,67,26,0,10,92,33,65,48,40,8,13,88,10,58,40,35,83
Kwame Brown,GSW,29.6,Big,186,0,93,58,53,91,86,34,5,99,84,45,46,37,15,13,12,13,7,18,6,87,44,65,24,58,94,48,65,38,98,39,99,95,98,17,2,3,0,98,91,98,54,90,2,12,18,99,93,65,24,11,51,21,19,46,51,35,73,7,5,87,60,92,95,60,35,88,37,71,1,25,1,97,26,68,50,11,5,5,7,33,12,42,66,68,38,18,2,72,71,42,7,0,4,0,0,0,96,20,10,4,0,0,0,73,0,22,14,1,0
Shannon Brown,PHX,25.9,Wing,1309,51,57,94,55,31,0,48,55,35,16,46,75,47,39,17,84,33,43,27,80,66,39,38,47,57,10,74,38,58,23,22,31,21,59,50,62,38,52,58,75,73,36,54,79,75,15,50,33,38,38,36,57,67,42,73,21,35,34,43,57,68,58,47,71,22,28,41,8,15,73,47,55,39,15,65,39,38,80,71,43,19,36,11,17,67,6,32,34,28,55,72,52,37,35,49,68,67,53,25,76,63,45,50,42,41,63,71,26,72,93
Kobe Bryant,LAL,33.2,Wing,2228,39,53,93,68,65,66,8,77,80,100,76,100,68,96,63,51,81,73,47,72,43,100,69,70,45,55,55,69,80,59,21,61,54,61,31,64,55,62,92,70,89,61,77,39,60,70,15,27,69,18,43,37,4,7,6,55,57,70,73,76,64,61,27,40,28,80,43,81,66,33,18,17,19,72,90,92,27,25,22,73,34,63,27,56,35,74,28,61,15,35,81,78,69,84,30,28,25,34,95,84,95,6,41,22,62,26,91,77,70,97
Chase Budinger,HOU,23.4,Wing,1268,24,19,83,63,92,0,82,32,27,29,89,43,87,44,40,71,58,61,51,66,49,51,53,38,27,80,62,53,57,77,74,18,56,5,22,51,39,42,86,37,67,69,78,70,82,27,6,6,53,58,89,43,67,43,65,49,93,41,61,55,60,43,38,45,40,59,58,30,46,78,38,61,22,45,71,63,85,48,64,61,56,41,53,42,49,44,72,34,65,89,82,42,47,34,97,48,85,48,53,15,22,87,59,77,76,85,19,22,35,41
Alec Burks,UTA,20.3,Wing,884,16,32,30,96,33,64,14,25,92,65,55,70,48,47,34,53,29,38,15,5,100,81,39,49,34,57,36,39,50,49,7,42,26,62,73,94,48,87,31,27,22,10,90,89,96,25,20,17,39,15,17,25,38,35,32,15,6,31,38,15,100,94,97,100,20,25,12,23,11,7,22,10,98,13,23,9,35,22,22,38,37,62,25,46,98,45,43,19,27,29,50,23,33,21,0,92,81,90,84,52,69,9,16,11,35,81,77,59,47,74
Caron Butler,LAC,31.6,Wing,1866,15,46,59,45,58,65,45,63,29,22,29,55,38,16,9,73,96,97,90,90,85,55,58,76,6,46,98,58,64,36,76,90,77,90,66,82,43,70,52,59,53,70,44,32,33,21,65,48,58,58,74,46,85,95,56,33,24,33,97,94,67,69,82,81,67,58,82,88,92,68,60,71,85,22,48,31,15,46,32,97,84,64,85,52,80,70,81,77,75,49,20,59,62,70,37,58,54,32,22,88,75,55,53,52,31,56,32,43,21,53
Jimmy Butler,CHI,22.1,Wing,269,58,64,73,94,15,0,59,31,100,19,47,19,67,19,30,49,77,73,20,94,95,94,61,90,83,12,17,61,67,2,82,6,26,5,31,70,44,56,90,99,99,80,3,39,10,77,66,76,61,98,99,98,94,65,84,96,94,99,73,68,90,94,97,97,43,16,77,74,82,18,3,3,66,41,15,15,38,84,75,73,4,51,6,11,13,16,10,38,12,18,35,34,84,55,0,0,0,92,82,45,66,8,18,12,66,0,41,19,22,3
Rasual Butler,TOR,32.4,Wing,439,61,6,22,21,86,0,88,0,9,16,76,25,3,26,35,79,18,7,13,47,6,35,71,60,20,59,87,71,36,47,84,53,57,47,60,79,20,41,97,12,58,85,82,11,33,19,31,23,71,97,87,97,90,67,95,95,99,94,7,26,13,25,9,15,9,70,1,44,12,24,45,30,5,5,91,57,92,84,90,7,14,22,11,18,20,22,25,35,15,4,4,5,58,29,7,25,12,8,20,66,44,94,66,90,5,9,6,1,25,48
Andrew Bynum,LAL,24.0,Big,2109,75,7,100,67,93,40,94,55,81,90,71,83,90,60,38,42,56,48,63,11,66,61,66,54,28,58,96,66,63,49,72,62,51,65,60,28,35,26,60,46,51,74,60,2,4,99,83,98,66,78,63,69,66,74,77,70,72,51,48,54,66,84,84,95,21,96,8,25,9,59,61,64,97,95,4,32,8,15,9,48,38,80,35,42,72,49,32,82,31,85,89,52,24,47,0,0,0,63,89,12,42,0,63,59,87,0,50,17,88,66
Will Bynum,DET,28.8,Point,450,64,64,5,56,75,98,70,17,91,56,83,78,28,28,13,23,48,34,14,69,26,89,70,63,92,46,43,70,91,14,28,67,41,81,84,35,26,24,23,81,69,46,94,28,74,54,20,25,70,4,37,5,10,64,2,5,62,9,34,21,36,54,21,21,39,69,36,1,3,28,38,28,57,41,23,20,44,83,77,34,89,90,78,96,94,86,56,65,53,19,31,58,13,23,0,0,12,94,61,38,30,48,13,13,28,10,91,72,64,41
Jose Calderon,TOR,30.1,Point,1789,25,28,73,25,58,0,30,95,11,39,89,31,86,95,100,78,46,83,71,98,10,32,8,5,31,32,91,8,5,41,77,24,25,33,30,21,10,5,17,19,11,55,30,78,62,35,34,30,8,80,86,67,89,82,88,47,67,34,83,76,18,54,50,38,72,63,85,69,80,4,78,38,53,13,66,38,49,65,62,83,90,52,96,60,77,63,96,63,99,84,98,91,80,84,0,78,63,14,3,97,83,11,77,63,88,67,34,67,42,45
Marcus Camby,HOU,37.6,Big,458,86,84,70,83,99,0,98,3,23,36,91,39,30,80,88,98,53,68,77,12,97,1,34,33,21,60,98,34,52,72,44,72,90,26,27,65,21,32,7,81,43,74,85,3,16,55,74,72,34,16,6,25,6,5,25,38,12,30,68,49,95,86,95,98,20,64,54,49,51,46,71,59,98,57,11,17,3,24,10,68,41,61,39,70,30,66,25,74,30,50,26,93,65,84,0,0,0,31,48,84,71,81,82,81,43,0,70,97,35,66
Marcus Camby,POR,37.6,Big,891,85,84,53,93,100,39,94,7,24,39,96,23,8,84,96,17,73,86,72,92,77,3,31,36,81,18,70,31,2,9,80,92,74,94,15,73,34,55,22,37,24,87,33,5,5,52,88,85,31,98,77,98,90,73,89,96,53,97,86,72,82,52,59,80,20,47,79,21,45,72,97,97,33,82,91,95,6,18,9,86,62,59,64,35,18,24,60,71,67,8,4,11,62,42,0,0,0,73,12,59,32,0,0,0,11,0,75,85,24,0
Brian Cardinal,DAL,34.5,Forward,213,15,40,0,8,15,0,19,0,8,44,0,8,0,73,94,46,7,9,5,91,3,85,35,93,94,2,0,35,69,2,67,21,6,68,7,93,99,99,88,64,83,18,34,86,75,16,76,55,35,27,88,4,8,12,19,67,99,15,9,7,17,20,34,20,75,3,78,82,88,20,2,2,11,23,18,11,97,96,97,9,51,50,60,64,15,82,36,77,41,0,100,0,0,0,15,0,3,2,0,0,0,100,90,100,69,3,0,2,0,8
DeMarre Carroll,UTA,25.3,Wing,318,10,73,4,100,13,0,35,0,38,3,0,28,6,22,26,93,47,82,74,55,95,42,10,4,22,68,51,10,2,53,100,99,100,89,9,84,8,31,41,9,11,22,96,41,83,34,40,34,10,27,77,12,26,8,17,26,68,13,82,54,79,86,65,57,63,81,27,32,27,23,99,98,30,19,71,48,60,69,68,82,98,91,82,97,88,87,84,86,48,5,22,6,18,8,0,0,60,62,66,83,85,35,24,22,4,60,42,60,10,3
Matt Carroll,CHA,31.2,Wing,455,57,14,17,30,32,0,60,0,44,60,51,22,2,50,68,25,49,43,48,34,72,48,58,77,72,42,11,58,83,36,71,16,20,27,63,53,34,41,38,96,92,13,45,61,56,75,84,88,58,14,81,13,47,63,47,8,83,7,43,63,73,73,72,88,25,35,67,41,53,98,28,68,56,84,49,73,66,15,25,43,6,37,9,36,12,44,7,42,9,1,3,47,23,25,0,0,2,37,12,98,84,53,31,33,6,2,31,51,5,3
Anthony Carter,TOR,36.4,Point,187,98,70,6,92,97,0,100,0,38,31,0,17,14,55,83,16,24,7,16,0,77,37,85,65,98,89,29,85,91,90,53,9,75,0,77,79,75,84,53,14,18,83,39,60,51,13,20,13,85,48,46,74,37,19,67,60,64,75,7,3,70,25,25,41,19,74,44,30,34,18,1,1,47,55,41,44,66,57,60,7,77,61,77,99,38,100,6,22,3,14,100,42,0,0,0,0,0,25,34,91,86,0,59,47,2,0,23,22,8,80
Vince Carter,DAL,34.8,Wing,1507,80,72,23,41,62,0,84,69,55,86,20,77,47,74,66,44,97,92,93,88,18,40,84,73,54,91,52,84,67,82,67,71,72,58,91,74,56,71,8,40,20,74,53,33,37,50,34,36,84,90,67,90,61,56,50,92,51,94,92,96,30,15,33,14,80,46,63,63,67,88,96,98,60,14,49,25,74,62,68,92,43,34,49,30,37,43,45,22,40,51,41,43,49,37,24,70,56,54,79,26,46,41,67,53,30,56,90,93,93,76
Omri Casspi,CLE,23.4,Forward,1261,40,33,42,52,29,65,85,17,63,56,29,46,33,50,52,48,18,22,45,49,31,6,31,15,49,79,53,31,28,74,25,36,40,39,63,63,16,32,11,17,8,40,59,55,59,14,73,50,31,23,22,20,31,82,34,26,15,18,22,28,21,71,27,30,38,25,62,78,77,40,25,24,60,11,60,30,75,53,63,22,48,89,27,18,89,3,72,83,71,33,15,44,69,48,59,29,44,69,71,2,23,69,73,73,33,44,27,15,58,73
Mario Chalmers,MIA,25.5,Point,1795,58,88,31,11,63,0,50,33,22,53,72,14,95,5,20,19,90,75,86,74,24,56,88,64,45,78,92,88,56,92,56,44,49,40,56,37,30,27,74,80,84,22,9,75,38,61,91,90,88,93,58,95,32,71,32,98,36,98,75,83,13,66,26,31,34,96,60,54,59,80,32,56,54,72,23,38,40,68,60,75,74,92,51,74,35,62,68,88,43,95,66,88,80,92,50,88,85,39,30,8,3,95,86,91,89,87,14,45,36,25
Tyson Chandler,NYK,29.1,Big,2055,64,57,74,77,73,69,31,56,99,87,51,14,100,27,47,20,62,50,45,10,80,76,70,79,4,81,88,70,77,87,8,66,66,58,88,29,8,6,30,87,78,82,32,7,7,62,83,82,70,11,13,28,4,4,11,40,15,61,50,36,65,36,55,68,28,90,70,21,33,29,21,18,87,92,24,64,7,16,8,50,67,49,69,69,81,71,57,21,55,99,94,28,14,17,0,0,0,99,6,6,1,73,0,55,99,0,11,7,29,0
Wilson Chandler,DEN,24.5,Forward,210,81,38,56,27,83,0,73,0,31,0,92,81,17,65,54,8,13,46,68,12,17,74,5,8,3,95,38,5,1,87,68,86,97,24,94,14,83,59,13,0,0,95,64,5,9,0,95,37,5,86,55,96,99,93,99,37,54,48,46,54,8,68,84,73,78,54,67,37,53,95,79,92,48,23,93,81,2,56,20,46,36,68,21,29,27,70,46,86,21,15,67,77,15,19,0,0,0,42,56,96,88,17,38,27,17,0,100,98,94,98
Josh Childress,PHX,28.4,Wing,443,47,30,24,98,91,0,79,0,3,9,0,2,34,48,94,95,22,44,13,33,97,42,17,12,96,11,6,17,33,13,10,5,14,12,18,76,23,52,49,38,43,4,88,98,99,58,5,11,17,29,8,31,84,17,81,9,3,12,44,18,98,43,96,93,82,22,8,47,16,2,46,10,91,42,28,25,21,37,29,44,21,9,41,65,66,39,11,2,46,71,79,8,0,1,0,0,1,100,16,0,1,72,22,29,99,1,47,25,99,3
Earl Clark,ORL,23.8,Big,499,81,42,16,26,61,0,16,70,27,5,11,37,7,48,57,59,3,4,5,25,15,28,9,24,31,52,14,9,7,57,20,77,78,71,85,2,59,5,29,51,44,1,37,95,87,99,50,86,9,53,6,80,78,21,79,29,6,53,4,5,5,23,36,26,55,26,7,59,22,75,28,33,1,94,99,100,3,26,9,4,23,32,14,15,69,5,39,40,38,6,19,17,31,17,0,0,0,34,24,90,76,0,0,0,7,0,19,23,27,0
Norris Cole,MIA,23.0,Point,1143,27,41,22,59,6,0,0,31,48,20,88,50,16,3,3,36,5,16,9,28,75,36,8,33,61,9,13,8,47,5,54,40,43,44,40,81,70,84,8,30,13,59,85,29,61,25,37,28,8,6,41,2,76,25,71,3,56,2,16,8,75,48,82,58,92,11,17,19,13,20,55,30,66,31,77,64,29,28,24,16,42,16,61,21,91,26,68,24,81,20,27,50,38,39,7,8,13,81,48,67,59,50,20,20,33,15,45,56,14,30
Jason Collins,ATL,32.9,Big,265,7,6,22,5,11,0,0,0,50,55,53,2,16,40,86,33,38,41,51,84,10,14,48,65,25,75,67,48,51,32,79,16,23,20,11,65,72,74,41,31,28,98,54,0,2,49,75,70,48,85,84,67,62,85,1,84,51,88,41,57,15,1,75,35,98,73,95,14,39,78,58,79,21,16,98,91,67,14,23,41,6,1,18,24,2,36,7,1,21,32,33,99,20,23,0,0,0,71,1,75,34,0,0,0,31,0,1,2,1,0
Darren Collison,IND,24.2,Point,1870,69,20,84,52,50,0,59,67,63,50,61,19,69,30,39,66,42,56,85,33,18,17,34,37,28,51,79,34,36,67,14,71,48,81,30,85,53,78,45,46,41,3,92,70,89,41,71,64,34,11,20,29,30,34,40,11,17,31,56,71,11,60,36,49,38,75,92,72,93,89,37,68,44,90,55,82,49,18,23,56,60,67,62,70,56,82,40,72,36,58,48,41,84,70,64,39,67,64,63,77,75,77,19,25,64,69,55,19,59,55
Nick Collison,OKC,31.0,Big,1249,22,57,29,70,6,83,25,71,47,17,64,8,97,76,95,15,80,94,85,81,60,86,24,18,80,23,39,24,14,34,87,29,42,26,7,31,12,10,43,67,61,94,7,52,17,12,46,26,24,63,78,74,73,69,73,59,54,75,94,87,55,4,41,33,60,17,70,65,69,90,74,88,70,4,3,1,96,95,97,94,91,6,95,62,33,51,95,5,97,94,84,16,99,86,0,0,0,84,17,42,20,0,0,0,94,0,53,50,34,0
Mike Conley,MEM,24.1,Point,2167,56,95,64,19,16,0,44,83,45,38,72,39,66,52,59,89,92,93,89,95,31,73,62,35,85,39,87,62,72,37,82,23,30,28,15,94,5,50,59,32,32,89,8,10,4,30,96,88,62,73,90,60,83,79,66,44,62,42,93,94,28,67,43,50,44,64,91,55,86,95,83,95,47,80,59,77,41,23,26,93,95,69,92,94,95,70,85,25,86,64,75,39,36,36,79,71,90,72,52,58,53,64,33,36,58,85,63,55,78,28
Brian Cook,WAS,30.9,Big,124,5,75,9,6,91,0,85,0,7,12,0,53,33,73,76,58,29,45,83,33,1,74,28,67,65,2,18,28,66,0,41,25,67,6,77,0,82,2,43,99,98,88,19,0,0,100,97,99,28,56,31,73,22,1,5,76,13,93,45,96,1,5,0,7,0,97,28,60,43,0,97,41,58,31,3,5,4,100,94,45,11,3,48,13,60,18,22,7,56,42,96,34,71,63,0,47,41,6,9,69,43,0,99,97,71,39,4,0,57,66
Daequan Cook,OKC,24.5,Wing,917,62,22,42,17,74,0,11,0,6,2,34,10,60,0,1,97,59,50,58,93,6,21,68,30,75,78,45,68,67,70,93,81,91,43,9,32,50,40,44,77,73,30,15,64,37,75,79,83,68,3,70,1,14,36,3,4,62,3,50,74,17,10,26,22,56,62,11,91,50,28,68,60,11,22,35,21,96,92,95,50,11,9,20,13,26,12,20,10,34,78,98,86,91,97,52,40,50,1,5,16,3,92,99,98,77,50,3,60,32,34
DeMarcus Cousins,SAC,21.2,Big,1922,57,95,36,92,90,96,99,61,69,95,83,99,32,75,36,62,76,81,35,30,99,90,49,20,17,98,49,49,22,98,59,78,96,17,21,38,66,52,26,54,36,16,82,24,53,35,93,84,49,23,38,30,35,55,34,25,6,32,81,56,97,93,98,99,53,13,6,72,19,43,62,56,99,20,46,26,13,4,5,81,40,57,36,32,53,49,62,71,47,22,20,24,69,45,0,0,0,56,57,55,52,76,70,71,24,0,96,94,86,66
Jamal Crawford,POR,31.6,Combo,1580,51,33,100,18,24,0,29,100,64,49,38,84,58,53,29,82,35,61,37,62,56,93,16,31,51,20,18,16,47,17,38,6,20,7,32,77,59,74,53,50,49,10,87,87,93,20,31,23,16,34,70,33,60,63,48,20,69,29,61,56,67,27,72,39,94,19,14,89,57,59,40,54,15,51,61,59,94,50,76,61,37,17,34,64,28,72,23,45,15,29,24,36,89,67,79,19,36,22,42,73,76,87,51,58,29,33,56,80,71,36
Jordan Crawford,WAS,23.0,Wing,1713,9,61,75,52,18,0,10,56,57,89,75,98,31,88,61,41,21,71,77,67,36,66,2,4,44,49,59,2,6,32,44,5,29,5,11,8,32,9,50,13,17,38,43,86,78,17,44,29,2,54,61,63,77,77,68,42,38,52,71,77,34,24,57,43,70,82,79,75,82,52,11,17,79,46,21,21,45,58,53,71,66,22,75,80,51,87,41,34,49,24,36,51,76,67,64,16,21,47,64,72,73,23,52,37,46,20,96,94,88,94
Dante Cunningham,MEM,24.5,Big,1080,45,78,68,54,22,32,9,30,37,6,62,25,57,40,59,92,25,27,44,33,21,49,46,55,58,32,21,46,19,23,49,50,16,88,67,49,61,55,39,67,61,25,58,94,90,24,16,13,46,88,74,88,85,69,90,66,79,58,27,34,34,48,26,20,58,85,46,66,56,5,26,8,13,33,89,79,78,46,57,27,46,58,39,78,43,64,27,59,22,68,98,45,45,41,0,0,0,42,29,86,70,0,0,0,70,0,36,64,16,0
