player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_pts/poss_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_pts/poss_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_pts/poss_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_pts/poss_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Bismack Biyombo,CHA,27.2,Big,1029,70,4,39,89,45,45,66,12,88,90,30,51,39,42,36,54,94,75,95,1,95,27,90,68,79,98,83,90,29,91,95,99,97,93,79,63,36,40,68,64,71,38,100,3,85,90,7,22,90,99,81,99,78,4,79,99,69,100,75,88,93,91,98,99,41,6,65,63,67,100,98,99,40,3,82,16,20,94,87,75,1,90,1,5,98,2,1,83,3,43,57,11,28,8,0,0,0,82,79,33,63,0,0,0,42,0,16,7,18,0
Nemanja Bjelica,SAC,31.5,Big,2009,25,68,42,31,46,64,45,85,13,23,74,62,67,87,88,64,7,4,76,0,11,33,46,40,40,39,44,46,82,27,33,74,97,10,95,66,50,57,71,1,6,35,99,30,95,2,26,6,46,2,5,2,10,4,47,1,89,0,4,16,19,9,29,12,93,82,100,91,100,98,7,31,42,88,85,91,0,67,10,4,3,49,2,5,63,18,7,60,1,68,15,80,65,83,98,79,94,29,48,44,39,57,88,81,38,95,62,85,77,80
Eric Bledsoe,MIL,29.9,Point,1644,86,45,67,78,75,71,88,38,90,43,75,71,73,49,39,35,60,46,34,54,6,41,66,77,46,50,10,66,69,49,15,18,17,43,69,31,79,49,65,83,83,40,69,83,82,48,21,26,66,59,48,65,83,48,86,51,81,52,46,52,10,6,7,8,31,29,33,69,44,78,37,50,9,40,52,41,56,93,92,46,15,22,22,33,14,34,31,39,39,67,84,31,31,27,7,52,30,88,57,33,37,27,33,22,76,30,69,25,59,88
Bogdan Bogdanovic,SAC,27.2,Wing,1752,29,71,55,27,51,0,69,26,29,89,90,81,59,91,79,49,78,92,66,26,96,83,37,43,92,14,9,37,63,5,85,55,33,77,79,51,9,26,13,67,47,22,85,87,90,37,30,28,37,21,83,11,31,5,40,28,66,14,92,71,97,70,78,88,33,49,73,25,47,81,63,73,46,21,59,30,36,79,73,92,84,43,87,22,76,16,91,34,94,69,52,86,92,94,22,73,57,23,57,64,61,44,81,72,73,56,73,76,85,72
Bojan Bogdanovic,UTA,30.5,Forward,2082,5,8,93,15,11,48,65,97,63,84,56,89,87,65,19,19,73,27,72,91,3,6,92,73,87,53,83,92,91,82,79,40,76,19,93,90,15,72,63,27,37,51,78,55,74,25,36,27,92,75,77,72,47,75,38,81,78,83,27,43,1,43,47,2,99,92,96,31,78,10,64,42,15,96,83,96,63,8,15,27,54,78,55,98,32,96,7,63,7,69,39,53,39,52,88,81,89,28,79,48,68,67,59,64,31,90,61,77,60,81
Isaac Bonga,WAS,20.0,Forward,1192,64,67,11,87,41,81,59,65,95,73,85,3,92,45,79,5,40,16,14,29,78,2,79,97,7,38,45,79,92,54,23,24,66,9,98,65,50,68,86,69,79,71,12,99,70,88,4,13,79,70,46,54,32,45,25,54,79,28,16,6,54,11,3,14,5,100,3,0,1,88,25,61,48,98,97,100,65,0,0,16,98,19,99,66,0,22,100,19,100,80,44,89,24,84,80,21,55,96,48,19,33,37,12,8,83,55,67,69,48,0
Devin Booker,PHX,23.0,Wing,2508,23,12,65,19,56,0,60,98,85,99,34,97,89,99,87,15,79,60,13,65,75,98,81,53,53,95,44,81,71,86,82,95,97,47,19,28,84,45,92,62,81,87,75,87,87,50,1,2,81,44,62,21,22,22,21,56,76,28,60,22,80,69,38,74,10,11,98,11,83,1,83,24,2,83,88,89,1,97,67,60,87,86,73,53,49,48,81,69,63,64,89,87,74,90,32,48,44,45,94,87,97,3,31,12,81,48,91,72,75,95
Chris Boucher,TOR,26.8,Big,742,92,54,14,93,52,0,72,72,83,44,46,63,61,6,2,98,12,13,23,8,37,82,33,17,27,94,76,33,50,78,85,37,85,6,9,78,87,88,14,8,5,83,53,62,60,4,24,7,33,9,25,6,79,41,77,5,33,4,13,28,35,9,5,11,12,37,25,14,18,68,32,40,43,61,68,69,49,41,41,13,20,14,21,42,44,33,19,4,23,43,26,40,28,27,9,57,37,60,10,36,11,54,68,64,54,40,52,74,19,18
Ky Bowman,GSW,22.4,Point,958,63,73,16,63,47,0,0,45,27,8,76,12,10,24,53,18,39,61,60,41,81,48,29,28,46,58,38,29,23,56,50,48,61,36,21,24,62,30,63,28,38,42,7,51,15,79,90,94,29,42,35,43,54,49,58,39,21,35,61,43,75,56,55,86,7,82,16,82,45,55,21,23,78,12,39,16,67,57,62,61,93,42,95,82,54,89,88,51,90,16,71,39,49,37,77,8,18,57,61,76,73,84,25,33,33,18,16,12,8,47
Avery Bradley,LAL,28.9,Combo,1184,12,59,32,23,18,79,23,0,3,2,48,5,53,2,2,64,81,89,58,85,51,92,51,62,49,26,29,51,69,21,97,26,22,51,42,74,60,74,36,49,42,95,14,27,12,25,27,22,51,54,97,32,71,74,50,33,90,22,89,70,71,58,76,63,79,89,54,1,10,52,47,51,41,1,6,1,97,99,100,89,74,60,76,55,42,70,79,46,74,76,65,64,77,82,35,74,61,26,20,100,65,100,18,62,76,61,3,2,5,17
Tony Bradley,UTA,21.8,Big,613,77,29,8,99,78,89,95,26,40,24,64,19,96,11,22,32,54,61,32,93,80,5,45,49,43,66,49,45,39,74,85,60,67,47,67,7,45,11,50,68,67,84,13,52,22,59,27,33,45,53,82,56,44,14,64,51,91,40,61,50,78,92,83,80,69,62,82,94,92,9,36,13,42,97,26,85,24,23,17,61,24,87,17,59,88,42,20,81,16,95,70,76,10,74,0,0,0,93,34,11,21,0,23,19,90,0,63,49,18,18
Mikal Bridges,PHX,23.2,Wing,1999,88,94,42,81,58,79,59,81,54,78,69,13,91,31,69,25,48,45,25,44,60,71,50,29,87,36,76,50,69,35,49,33,58,19,13,87,88,93,64,12,17,61,38,96,83,6,23,10,50,32,52,35,65,42,61,18,63,20,45,43,68,42,26,63,6,27,18,22,15,59,46,55,31,67,64,69,83,33,50,45,51,38,50,35,91,39,65,25,55,89,95,34,81,41,39,22,51,87,43,27,30,76,10,32,94,52,26,12,25,21
Miles Bridges,CHA,21.6,Forward,1962,81,20,81,72,52,65,87,75,27,40,39,72,31,63,37,59,6,32,17,33,92,66,4,11,10,39,57,4,5,34,44,31,54,19,3,17,58,27,17,59,39,63,50,48,48,53,33,35,4,69,31,69,39,19,49,77,49,78,32,15,90,11,95,93,83,12,81,82,87,25,19,14,46,34,36,29,48,76,74,32,26,0,40,24,39,25,37,1,46,33,36,21,89,28,41,40,41,61,76,25,53,59,33,41,32,41,65,68,73,51
Oshae Brissett,TOR,21.4,Forward,100,0,16,0,99,5,0,41,0,52,35,0,43,4,16,20,85,87,96,95,71,58,43,45,22,11,83,34,45,24,63,81,66,77,31,43,35,37,29,88,6,18,65,83,11,47,43,35,33,45,23,71,26,35,43,45,24,59,24,96,93,58,76,75,68,71,99,40,74,46,25,78,66,47,8,67,21,47,84,80,96,76,67,76,71,51,72,78,69,78,4,41,0,0,0,0,0,0,89,11,0,0,93,19,60,59,0,76,79,0,0
Ryan Broekhoff,DAL,29.2,Forward,144,91,19,16,56,100,0,92,0,16,0,0,47,28,43,40,95,100,72,71,67,80,44,100,98,75,97,97,100,98,99,30,100,96,98,99,63,8,38,5,96,65,99,3,20,4,76,4,8,100,58,7,58,92,51,86,27,2,13,72,47,75,97,61,85,2,30,28,97,82,38,80,69,57,36,17,20,82,65,77,72,89,94,91,94,42,84,74,62,90,25,0,37,5,12,0,50,45,0,5,17,8,100,99,100,0,45,1,0,3,52
Malcolm Brogdon,IND,26.9,Combo,1665,23,15,89,73,80,0,33,96,47,89,38,89,58,98,86,59,12,25,6,83,43,29,12,35,50,17,19,12,54,34,10,9,28,11,53,84,48,79,98,6,35,10,93,92,97,14,37,21,12,7,7,23,80,9,85,2,24,5,25,15,74,42,53,46,62,12,76,6,42,43,13,14,2,73,44,66,37,95,92,25,23,44,17,30,42,39,10,85,8,45,17,56,83,89,8,38,31,77,17,92,53,9,32,20,58,31,95,92,74,97
Dillon Brooks,MEM,23.8,Wing,2111,60,46,6,73,19,78,36,53,50,74,70,84,27,55,13,58,5,0,2,20,1,4,83,56,89,83,11,83,97,39,24,71,99,0,21,69,61,80,56,93,91,2,55,98,91,92,70,88,83,2,10,4,0,45,0,31,60,52,0,15,4,81,50,76,16,1,67,9,39,83,1,5,96,20,15,11,46,40,39,0,0,78,0,0,62,1,0,96,0,21,17,56,63,64,24,54,49,37,91,86,92,9,51,31,20,47,58,73,43,62
Bruce Brown,DET,23.2,Combo,1616,88,67,14,86,85,80,79,23,79,39,39,29,33,62,85,17,16,36,22,60,61,84,16,10,62,64,60,16,25,75,54,50,79,16,8,29,6,10,26,60,47,47,79,31,62,47,42,41,16,13,44,17,36,26,30,12,68,18,36,40,55,73,64,39,82,52,10,43,12,56,22,25,54,10,24,9,55,90,88,36,21,68,17,61,49,46,11,72,15,38,29,36,11,30,50,12,54,97,88,3,48,86,2,6,41,46,59,39,56,9
Jaylen Brown,BOS,23.0,Wing,1929,46,60,38,79,93,81,79,22,80,86,50,82,69,44,9,38,56,54,36,94,15,40,53,91,35,29,1,53,85,26,24,16,29,16,71,21,98,76,40,95,91,6,51,89,79,25,94,85,53,12,26,19,33,77,21,14,26,23,54,75,28,41,15,18,26,2,36,15,22,95,52,85,38,24,33,22,92,71,83,54,39,40,29,20,55,29,76,39,62,76,65,80,66,80,85,51,71,69,77,54,68,34,30,28,78,69,72,62,69,64
Sterling Brown,MIL,24.7,Wing,671,36,67,84,76,98,98,92,64,53,22,81,46,18,28,26,31,58,64,51,42,53,70,46,50,42,28,20,46,52,23,54,17,18,38,47,80,49,75,63,46,50,13,63,86,81,24,78,63,46,40,76,33,75,68,70,29,63,23,64,49,53,38,29,43,28,51,56,82,71,10,74,41,51,56,40,50,10,74,53,64,65,50,71,31,39,24,81,71,85,19,12,35,15,12,68,16,39,58,40,34,31,78,43,57,13,38,55,67,86,53
Troy Brown,WAS,20.3,Wing,1732,8,88,62,86,97,88,96,47,62,48,75,60,34,72,78,56,28,86,46,57,99,37,3,1,31,93,21,3,2,38,69,99,96,99,2,0,99,15,0,37,4,68,94,19,76,31,12,12,3,1,5,1,86,2,94,0,4,0,86,83,100,96,69,87,20,27,86,21,56,41,9,11,97,0,0,0,91,95,98,86,4,93,4,1,15,0,58,100,54,31,69,33,33,29,83,18,42,70,79,84,88,25,12,11,31,40,66,44,65,31
Jalen Brunson,DAL,23.2,Point,973,18,8,61,59,57,0,55,43,47,82,84,45,37,43,51,75,10,12,12,74,32,37,28,60,60,6,59,28,55,6,43,35,23,56,21,61,72,70,83,53,68,68,43,64,53,63,17,25,28,53,43,70,46,1,64,55,97,71,12,21,26,3,20,14,54,41,1,19,2,71,70,76,1,35,93,74,52,93,91,12,6,3,15,15,8,16,11,10,35,45,61,84,63,82,33,40,34,31,88,71,88,69,27,31,57,36,49,57,35,24
Thomas Bryant,WAS,22.3,Big,1144,62,29,82,59,65,0,29,51,65,30,85,61,85,67,61,76,44,58,34,30,23,98,36,31,64,85,31,36,42,85,65,89,87,75,46,24,65,35,49,28,33,62,25,72,46,77,25,40,36,4,21,3,21,43,32,3,31,3,58,64,23,70,5,40,3,20,92,26,71,24,44,32,58,42,74,61,66,31,40,58,57,83,47,60,47,55,56,73,50,84,89,60,72,71,0,90,90,52,30,92,74,35,52,45,79,92,30,21,35,81
Reggie Bullock,NYK,28.6,Wing,682,11,69,37,37,19,79,77,0,15,16,96,39,21,33,43,86,0,1,0,34,50,14,12,9,99,15,5,12,8,9,33,93,63,96,15,42,94,87,27,0,0,79,88,0,9,91,47,70,12,69,16,67,89,77,84,30,28,29,1,1,47,7,5,4,38,3,5,10,3,57,7,12,7,99,77,98,10,35,22,1,34,5,32,29,1,19,51,10,58,29,66,14,75,53,6,59,27,31,23,95,79,63,53,55,32,26,27,44,10,26
Trey Burke,PHI,27.0,Point,282,16,14,63,98,10,100,0,0,8,51,80,27,49,41,71,94,26,58,59,78,24,44,14,43,30,6,7,14,46,8,13,6,13,11,18,76,13,46,7,86,59,16,29,10,12,92,98,100,14,11,26,11,31,35,28,12,18,11,58,67,11,8,11,16,18,28,75,85,89,31,67,59,10,94,84,94,81,15,29,58,75,10,80,65,28,74,67,26,70,75,22,92,27,59,0,90,96,69,24,94,75,37,24,20,31,96,12,51,4,14
Trey Burke,DAL,27.0,Point,190,22,76,88,6,24,0,0,0,37,2,41,41,53,31,27,92,47,23,31,11,69,47,75,58,58,70,53,75,31,73,40,76,69,70,79,73,53,69,17,35,19,72,42,56,48,20,37,24,75,92,50,92,91,63,84,75,52,80,23,18,72,27,4,49,2,50,7,89,35,67,21,29,42,24,87,63,29,61,50,23,92,33,97,77,23,85,92,24,96,73,4,88,73,86,0,98,92,61,22,65,31,92,43,65,16,92,43,96,22,39
Alec Burks,GSW,28.3,Wing,1384,55,65,54,62,85,70,62,95,93,88,36,87,53,90,75,67,89,62,68,75,28,69,93,87,84,59,95,93,90,16,96,71,40,75,97,92,11,75,3,27,7,96,0,39,2,38,56,50,93,81,76,77,52,99,23,93,28,94,62,57,7,64,10,16,18,87,70,80,78,56,7,11,55,41,31,30,69,61,66,62,99,75,97,100,92,98,79,17,56,26,11,35,72,51,50,72,65,52,85,81,89,17,36,22,15,66,78,50,69,87
Alec Burks,PHI,28.3,Combo,361,0,47,97,76,74,0,97,51,76,74,89,70,94,38,23,97,90,46,59,44,14,78,97,97,93,93,39,97,92,74,100,97,84,94,85,92,15,71,77,85,87,96,18,10,9,4,61,25,97,95,93,90,89,91,80,92,95,84,46,66,15,51,25,34,29,84,35,27,30,45,27,26,86,11,13,6,71,65,72,46,36,85,32,24,64,17,53,48,50,92,98,80,20,48,100,80,93,33,56,58,62,76,59,55,70,91,80,80,68,92
Deonte Burton,OKC,25.7,Forward,283,96,0,29,5,24,0,35,0,4,59,57,51,0,37,31,43,18,19,21,28,62,37,43,32,67,10,91,43,31,4,41,29,7,88,66,57,4,16,86,25,45,37,53,55,54,83,42,60,43,79,72,81,52,86,59,89,90,92,19,35,54,33,6,15,9,35,8,57,15,42,74,67,21,76,86,86,61,25,32,19,13,56,8,5,25,8,43,71,24,0,27,0,29,7,0,0,0,85,23,64,31,53,41,47,17,0,5,3,3,91
Jimmy Butler,MIA,30.1,Wing,1957,79,95,100,97,92,56,18,69,99,97,43,94,74,97,92,57,45,4,8,15,41,12,97,94,92,37,66,97,97,26,31,22,25,36,81,80,55,73,74,95,95,20,80,14,46,76,82,87,97,66,25,76,8,31,7,96,48,97,4,8,36,6,4,11,10,8,52,24,39,74,29,38,4,88,93,94,87,29,49,4,18,7,15,49,42,52,21,1,6,24,64,60,29,46,4,5,4,83,98,72,96,4,3,1,49,4,97,75,84,96
Bruno Caboclo,MEM,24.1,Big,150,96,96,37,76,27,0,47,0,5,1,92,35,2,18,20,99,48,58,36,28,88,77,40,89,93,5,20,40,78,6,22,8,8,34,76,26,36,23,99,85,97,18,63,66,70,73,62,73,40,74,24,81,8,18,9,97,24,98,58,58,94,85,16,72,4,6,97,90,98,49,6,11,73,2,78,13,90,53,72,58,25,55,32,32,60,26,30,19,37,3,10,22,79,55,0,0,5,57,20,68,28,86,45,58,23,5,58,52,48,18
Kentavious Caldwell-Pope,LAL,26.7,Wing,1749,31,55,57,49,4,83,28,41,49,19,45,26,66,31,56,53,78,97,91,97,41,93,17,22,15,36,47,17,18,46,53,37,37,47,42,54,19,32,48,23,25,30,24,72,44,61,76,78,17,17,86,21,65,68,43,6,27,10,97,97,39,2,29,18,58,95,43,31,31,53,69,72,80,86,14,63,86,5,18,97,75,6,72,29,16,53,87,21,76,72,61,47,65,59,34,78,69,56,35,71,45,74,34,47,69,70,22,10,19,55
Clint Capela,HOU,25.5,Big,1275,77,49,84,91,93,0,61,5,61,35,65,27,76,13,16,32,75,82,64,32,69,93,49,72,65,7,15,49,80,7,10,4,5,20,85,50,69,57,64,58,63,18,69,78,81,18,76,57,49,46,25,46,36,61,48,63,13,53,82,55,55,85,66,51,78,41,22,59,34,42,76,68,38,24,15,14,95,76,91,82,83,81,80,55,74,55,88,84,86,85,56,42,79,47,0,0,0,91,56,10,29,0,0,0,76,0,30,11,39,0
DeMarre Carroll,SAS,33.3,Forward,110,61,12,15,93,95,0,41,0,100,0,0,39,9,67,83,0,42,22,27,28,74,0,70,33,31,96,77,70,76,96,5,82,85,58,57,7,81,22,42,46,45,23,71,33,53,78,68,78,70,3,4,2,7,18,6,5,6,8,22,8,82,21,95,86,94,39,2,70,6,40,60,56,87,93,6,60,48,10,13,22,32,7,49,46,3,66,36,7,47,5,3,37,0,37,0,0,0,39,96,33,80,19,61,40,3,0,0,1,3,0
DeMarre Carroll,HOU,33.3,Big,114,34,58,46,11,1,0,17,0,97,14,11,23,93,78,91,75,2,12,14,1,88,77,1,5,1,41,40,1,6,74,1,61,46,73,5,2,9,3,52,14,24,80,35,1,5,98,47,83,1,0,0,1,0,0,1,8,20,16,12,24,77,83,95,94,69,3,100,70,99,98,1,8,98,33,41,31,96,1,7,12,0,17,0,2,2,3,1,75,1,90,98,99,0,99,0,0,0,29,88,45,77,93,45,66,100,0,88,90,83,18
Jevon Carter,PHX,24.1,Combo,866,83,88,23,77,32,0,95,0,8,11,88,0,85,15,65,83,25,11,18,31,48,23,70,45,73,63,77,70,65,47,83,15,39,12,91,4,2,1,8,86,64,59,26,89,60,66,21,31,70,79,87,86,36,48,60,89,99,92,11,24,38,11,58,42,64,23,2,49,8,48,57,47,64,29,49,33,9,76,55,11,2,19,3,4,5,1,3,27,5,94,9,20,68,41,85,94,96,12,14,55,21,98,79,95,14,96,8,55,38,24
Vince Carter,ATL,42.8,Big,857,43,44,51,2,4,51,53,74,1,17,38,54,5,43,35,84,71,24,43,74,7,58,92,76,81,90,85,92,86,91,77,85,88,55,75,72,58,72,35,42,35,95,8,20,7,27,46,35,92,68,58,61,30,15,36,85,53,78,24,47,5,46,10,4,60,91,25,4,9,29,38,27,62,29,70,47,21,61,47,24,49,73,49,95,33,82,7,24,10,6,2,77,66,77,26,28,28,1,39,81,59,80,98,92,6,28,70,64,94,88
Wendell Carter,CHI,20.5,Big,1253,49,54,33,80,77,0,43,49,80,82,13,46,56,20,15,22,83,47,56,14,31,56,90,92,68,38,53,90,94,39,72,68,59,68,72,72,28,55,79,90,93,61,10,81,32,13,81,57,90,34,62,44,4,53,3,84,51,93,47,37,61,25,57,48,59,73,45,30,34,58,59,59,6,11,28,12,43,99,99,47,32,53,44,61,19,86,21,76,24,41,45,34,64,42,0,16,9,75,64,65,61,39,31,30,50,9,67,52,43,18
Michael Carter-Williams,ORL,28.1,Combo,808,95,100,11,100,76,0,76,53,95,76,82,39,45,47,68,35,83,28,17,21,77,100,97,95,25,84,84,97,90,71,30,79,71,72,87,82,32,65,81,59,70,99,30,0,0,31,18,17,97,76,48,73,85,81,81,66,35,65,28,34,85,16,74,64,69,59,32,32,28,34,19,19,65,78,94,91,52,3,3,28,6,15,12,31,25,39,4,8,8,20,33,77,5,44,6,22,13,89,80,15,44,45,12,12,53,13,30,30,20,2
Alex Caruso,LAL,25.7,Combo,1128,80,97,35,15,27,95,74,19,77,79,71,6,47,24,53,41,38,92,89,43,87,60,3,19,54,15,21,3,21,14,50,7,22,5,34,27,60,34,9,47,27,8,30,84,56,79,90,93,3,24,17,28,38,46,52,44,3,38,92,85,90,96,65,85,28,58,58,59,59,78,81,88,88,7,58,15,76,38,50,92,92,97,84,89,99,76,77,91,73,47,85,3,6,0,19,68,39,83,26,35,18,89,24,47,39,40,9,14,9,30
Willie Cauley-Stein,DAL,26.2,Big,147,90,59,34,46,96,96,0,0,65,17,92,14,98,63,88,70,24,14,18,58,48,24,58,41,28,95,98,58,44,100,41,80,97,7,1,21,94,54,92,76,87,78,15,36,17,37,61,54,58,71,11,74,41,37,45,80,12,81,14,37,28,81,55,38,70,13,68,60,67,2,47,15,79,26,61,36,38,36,36,14,9,91,4,51,100,29,4,77,2,98,98,11,79,15,0,0,0,89,53,51,44,0,0,0,95,0,6,1,60,0
Willie Cauley-Stein,GSW,26.2,Big,938,79,95,39,48,55,55,73,15,46,39,21,29,47,58,77,70,21,8,5,25,57,53,78,68,73,59,54,78,91,56,57,4,63,0,78,90,95,97,37,5,8,57,42,42,41,98,16,54,78,64,53,66,58,67,64,62,47,57,8,6,61,15,69,59,67,6,60,62,63,16,5,4,89,58,38,50,3,43,17,8,17,18,16,3,94,1,59,4,82,60,74,52,25,20,0,0,0,67,80,84,89,0,0,0,49,0,41,13,65,0
Tyson Chandler,HOU,37.1,Big,219,56,52,24,78,52,0,4,0,99,53,16,0,99,1,77,2,90,75,53,47,94,14,87,78,40,76,96,87,83,88,38,85,82,72,61,48,50,50,86,39,60,98,6,7,3,46,34,34,87,52,40,58,20,8,29,71,58,76,75,62,88,92,93,96,36,38,56,57,57,47,62,61,75,41,88,70,47,11,13,75,21,73,19,33,56,24,22,48,20,100,85,99,0,100,0,0,0,99,4,0,2,0,0,0,99,0,13,4,2,0
Wilson Chandler,BKN,32.5,Big,730,17,32,41,1,35,58,36,0,10,5,38,20,19,44,65,29,15,93,95,4,98,37,0,1,36,6,88,0,3,4,73,2,9,13,3,33,53,36,6,25,6,14,95,65,92,8,60,31,0,13,68,6,51,11,51,7,46,2,93,82,99,62,98,98,57,56,65,58,64,38,95,93,94,4,28,6,55,59,58,93,56,12,60,67,48,63,34,14,33,20,54,86,96,97,55,24,30,2,50,49,43,88,95,92,65,29,44,74,89,18
Chris Chiozza,BKN,23.9,Point,244,43,39,33,75,53,96,0,0,4,0,94,31,65,53,82,22,26,14,11,32,71,58,62,44,88,17,70,62,51,15,64,84,56,92,76,34,13,17,37,39,34,81,20,8,8,49,72,72,62,61,43,65,43,92,21,82,35,87,14,13,65,20,6,16,11,7,71,90,91,15,8,5,35,14,99,80,34,38,35,14,88,9,89,91,17,96,67,26,65,88,16,98,92,96,0,44,72,75,2,20,6,47,86,84,86,72,33,76,76,29
Chris Chiozza,WAS,23.9,Point,103,98,96,0,0,82,0,0,0,0,37,100,14,2,88,100,51,78,63,81,31,46,78,76,86,34,40,60,76,84,47,55,43,54,38,69,65,92,86,55,80,78,46,88,44,80,42,22,25,76,43,65,38,20,51,17,63,57,55,63,74,60,33,20,37,22,96,59,56,60,46,43,43,43,6,51,11,94,77,90,63,74,38,79,95,58,97,32,29,26,4,2,0,0,0,0,0,0,35,16,73,33,63,75,75,0,0,2,10,0,0
Marquese Chriss,GSW,22.3,Big,1160,76,71,64,65,63,78,96,65,75,76,20,71,66,89,86,24,8,12,35,69,7,3,20,19,5,49,55,20,17,72,17,49,43,62,14,41,54,44,35,22,18,51,4,4,1,70,100,100,20,6,24,11,12,16,15,18,48,23,12,39,4,5,11,3,57,40,67,39,51,34,72,61,3,78,98,97,12,58,40,12,6,12,13,12,44,21,9,21,19,59,38,58,48,58,0,9,10,83,38,47,31,29,36,32,61,10,46,19,68,18
Gary Clark,HOU,25.0,Big,194,55,5,48,29,10,0,17,0,4,16,0,13,21,29,55,100,33,53,86,90,3,15,30,10,30,89,87,30,3,87,65,40,43,45,38,43,38,38,74,1,4,94,6,7,3,30,74,63,30,96,77,96,91,92,79,95,61,95,53,83,1,28,26,19,57,86,92,49,83,91,34,49,66,71,20,46,41,45,42,53,43,34,51,83,18,92,24,45,22,29,94,0,0,0,0,39,44,1,2,0,0,96,99,100,55,44,2,24,0,18
Gary Clark,ORL,25.0,Forward,337,99,4,76,95,21,0,21,0,0,5,97,0,69,0,0,67,4,1,9,32,12,23,61,56,95,18,33,61,77,35,50,20,16,51,24,58,14,33,96,19,57,97,2,5,1,64,51,56,61,54,51,38,32,86,19,67,86,62,1,11,8,13,6,3,34,51,3,17,4,97,3,21,13,8,93,48,17,94,83,1,10,20,7,73,13,52,4,9,5,81,96,89,97,99,75,41,56,5,4,11,3,88,97,99,99,59,12,64,29,0
